soil_moisture,humidity,temperature,rainfall,soil_temperature,wind_speed,rain_forecast,nitrogen,phosphorus,potassium,ph,crop_type,crop_water_factor,irrigation_recommendation
69.68,37.31,36.41,7.94,30.6,24.68,0,38.87,61.29,55.88,5.45,rice,1.3,No irrigation
22.28,22.69,39.81,37.16,26.39,19.26,0,106.44,32.82,49.12,7.1,maize,1.0,No irrigation
27.2,49.83,21.23,17.08,20.77,5.08,1,48.06,31.06,42.17,5.96,rice,1.3,Irrigate soon
25.0,20.04,33.21,12.87,24.28,9.84,0,63.09,25.14,46.93,6.0,rice,1.3,Irrigate soon
20.33,20.96,31.04,34.48,24.97,22.76,1,94.29,45.33,54.31,5.71,chickpea,0.75,No irrigation
26.55,46.88,37.74,5.22,31.14,5.37,0,39.29,36.75,21.41,7.83,wheat,0.9,Irrigate now
33.86,70.77,39.79,8.08,30.81,3.23,0,61.82,52.7,72.95,7.28,banana,1.25,Irrigate now
64.87,88.26,37.9,17.94,30.76,27.5,0,68.28,41.43,76.91,7.37,maize,1.0,No irrigation
47.95,68.77,22.58,1.82,28.49,24.24,0,94.07,33.85,59.51,7.61,rice,1.3,Monitor
24.1,72.55,27.68,31.17,26.01,9.6,0,20.36,44.31,53.49,5.03,banana,1.25,No irrigation
43.2,55.27,34.41,10.35,32.79,10.3,1,75.22,20.27,17.96,5.71,rice,1.3,Irrigate soon
50.18,85.94,25.56,5.32,33.1,3.44,0,118.95,22.6,22.55,6.95,groundnut,0.85,No irrigation
48.28,45.84,21.66,28.22,28.24,22.22,1,109.83,27.69,79.04,6.88,rice,1.3,No irrigation
60.32,35.35,39.3,7.07,34.57,17.05,0,92.26,51.29,76.47,5.77,groundnut,0.85,No irrigation
49.89,58.56,36.34,8.83,24.03,18.29,1,35.56,23.9,62.21,6.11,cotton,1.1,Monitor
20.15,32.71,23.7,34.49,22.83,15.73,0,84.76,11.26,25.59,5.53,cotton,1.1,No irrigation
52.81,33.15,22.87,17.06,26.83,20.06,1,30.02,41.61,62.24,7.42,wheat,0.9,No irrigation
20.49,46.88,22.2,0.54,32.46,28.17,0,44.83,15.02,24.27,6.88,rice,1.3,Irrigate now
58.58,20.66,35.83,21.69,32.27,25.88,0,40.23,38.83,51.59,6.33,maize,1.0,No irrigation
31.91,53.52,24.88,21.74,24.01,17.22,0,102.49,16.17,34.29,6.53,banana,1.25,Monitor
37.84,20.08,24.49,9.07,25.78,11.89,1,42.59,62.74,40.01,7.65,banana,1.25,Irrigate soon
64.59,54.43,39.82,8.98,34.35,9.89,0,81.57,17.1,75.02,7.76,rice,1.3,No irrigation
48.25,32.46,30.61,23.98,30.19,6.21,1,82.48,27.22,71.9,5.81,cotton,1.1,Monitor
51.4,85.3,36.21,28.45,21.15,2.06,0,97.78,18.8,24.61,6.34,banana,1.25,No irrigation
58.21,53.49,21.35,23.11,34.39,9.8,0,52.31,17.65,64.89,6.06,cotton,1.1,No irrigation
38.31,68.54,28.28,31.74,25.0,24.46,0,58.32,42.96,50.02,6.48,wheat,0.9,No irrigation
60.18,46.92,31.62,16.87,28.67,21.42,0,90.31,24.11,15.19,7.98,rice,1.3,No irrigation
34.93,53.17,22.67,4.41,33.67,12.1,0,49.47,18.65,70.47,7.92,cotton,1.1,Irrigate soon
28.34,77.95,21.12,5.51,34.43,21.71,1,93.31,51.77,42.61,5.16,rice,1.3,Irrigate soon
51.45,25.16,36.75,34.82,20.45,12.23,0,44.5,10.75,69.02,6.25,banana,1.25,No irrigation
25.03,72.05,34.96,27.94,24.49,13.52,1,64.4,48.69,15.86,5.33,rice,1.3,No irrigation
63.46,22.25,35.02,20.13,20.16,25.32,1,75.42,59.77,74.74,6.51,groundnut,0.85,No irrigation
27.5,85.2,25.44,3.68,25.66,28.63,0,60.04,13.36,40.5,7.47,wheat,0.9,Irrigate soon
48.28,25.4,33.85,19.1,29.79,13.34,1,36.48,58.2,57.03,5.58,rice,1.3,Monitor
20.74,45.39,35.58,13.42,23.59,6.56,0,26.53,45.83,64.17,5.93,wheat,0.9,Irrigate soon
26.09,85.04,24.81,3.4,28.55,3.26,1,24.57,28.87,76.33,5.03,chickpea,0.75,Irrigate soon
56.34,87.11,30.0,12.58,25.86,11.96,0,90.27,15.84,41.47,7.22,rice,1.3,No irrigation
42.62,74.25,20.47,31.84,27.15,26.33,0,49.01,19.09,45.1,7.66,rice,1.3,No irrigation
67.41,36.21,24.31,27.26,22.11,22.12,1,64.75,17.87,33.9,6.87,cotton,1.1,No irrigation
17.2,69.89,33.66,9.56,34.96,18.99,0,76.69,69.66,21.33,5.04,banana,1.25,Irrigate now
62.88,58.3,39.38,31.26,21.31,4.64,1,36.97,27.74,19.43,6.73,chickpea,0.75,No irrigation
19.91,32.54,35.44,10.32,27.1,9.17,1,85.03,18.43,23.06,6.71,rice,1.3,Irrigate soon
34.99,40.06,28.18,24.79,30.21,14.34,1,57.37,50.93,47.89,5.79,groundnut,0.85,Monitor
17.35,88.42,21.14,31.62,30.5,17.7,0,105.31,27.44,25.28,6.2,rice,1.3,No irrigation
27.27,81.19,33.38,13.96,27.03,16.98,1,30.91,20.82,22.04,7.88,cotton,1.1,Irrigate soon
57.25,33.96,26.57,12.69,34.95,15.62,1,31.43,37.27,50.43,7.85,maize,1.0,No irrigation
50.21,42.41,20.63,24.04,25.7,28.22,1,98.96,68.71,28.87,5.63,rice,1.3,No irrigation
67.4,67.86,25.4,25.43,21.25,3.94,1,28.17,62.43,44.34,6.26,maize,1.0,No irrigation
51.83,38.16,36.61,3.7,33.52,11.58,1,36.45,30.96,42.24,6.43,groundnut,0.85,No irrigation
58.11,87.59,28.74,36.5,28.55,25.04,0,27.78,50.08,55.07,5.97,banana,1.25,No irrigation
66.64,72.0,34.73,12.66,22.26,14.84,0,69.94,28.98,66.48,7.02,chickpea,0.75,No irrigation
43.64,20.26,29.01,33.3,21.89,14.58,0,23.65,54.74,27.2,7.09,banana,1.25,No irrigation
24.14,46.43,26.96,38.1,34.58,18.15,0,57.03,31.83,34.63,5.92,banana,1.25,No irrigation
62.73,68.95,32.98,18.24,26.16,11.86,1,72.32,55.9,22.37,5.53,cotton,1.1,No irrigation
35.52,58.69,23.25,17.44,24.28,20.47,1,83.41,52.13,75.96,7.72,rice,1.3,Irrigate soon
69.74,76.42,22.08,25.98,29.24,13.52,1,94.99,47.43,50.41,6.9,wheat,0.9,No irrigation
46.97,22.28,25.8,16.83,23.34,14.73,1,31.45,61.38,76.79,6.05,banana,1.25,Monitor
65.27,48.91,36.41,28.15,31.12,2.21,1,98.22,40.45,32.39,6.98,chickpea,0.75,No irrigation
61.12,75.66,28.29,9.66,33.5,13.61,0,22.62,57.43,69.65,6.56,groundnut,0.85,No irrigation
48.0,43.46,39.18,39.71,23.63,29.26,0,81.63,33.6,18.35,7.8,cotton,1.1,No irrigation
22.09,64.54,39.55,6.95,33.56,16.48,1,43.1,52.6,23.21,5.36,wheat,0.9,Irrigate now
58.14,79.01,32.55,10.41,28.29,28.56,0,29.33,11.54,15.75,7.31,maize,1.0,No irrigation
16.53,69.53,38.41,3.15,25.74,22.79,0,118.34,48.07,65.54,5.56,groundnut,0.85,Irrigate now
64.39,40.78,30.71,9.81,31.7,24.01,1,85.93,26.5,75.77,6.88,groundnut,0.85,No irrigation
69.16,80.69,22.22,37.09,21.84,5.97,1,109.46,15.57,47.13,6.08,banana,1.25,No irrigation
26.44,27.05,35.91,16.55,27.3,19.52,0,88.73,32.52,35.38,7.72,banana,1.25,Irrigate soon
23.86,40.91,38.07,26.39,29.47,25.93,0,117.59,69.62,46.45,6.84,wheat,0.9,No irrigation
15.28,56.52,25.09,4.86,29.09,17.01,0,41.63,31.89,73.41,5.09,maize,1.0,Irrigate now
27.09,70.94,38.8,10.7,27.22,28.69,1,90.81,49.12,45.36,7.43,cotton,1.1,Irrigate soon
43.2,48.0,23.86,6.92,30.31,26.84,1,116.19,16.17,66.55,6.76,maize,1.0,Monitor
58.68,86.76,29.76,35.31,26.36,22.92,1,82.29,46.44,42.91,6.7,chickpea,0.75,No irrigation
64.38,77.35,28.99,35.58,34.37,9.09,1,49.35,59.6,56.93,7.9,chickpea,0.75,No irrigation
36.91,28.03,36.18,17.18,22.79,8.87,0,85.7,32.32,65.67,5.37,chickpea,0.75,Monitor
52.86,70.18,24.28,22.7,24.82,8.51,0,58.56,46.11,49.27,5.31,chickpea,0.75,No irrigation
54.39,86.24,36.15,26.85,28.61,20.1,1,51.78,29.21,27.81,7.41,cotton,1.1,No irrigation
17.57,39.21,22.39,18.11,29.02,18.55,0,77.64,27.1,56.84,7.57,rice,1.3,Irrigate soon
65.14,39.91,36.83,16.11,33.44,27.7,0,53.74,10.98,45.54,7.49,cotton,1.1,No irrigation
54.78,39.23,35.07,16.01,28.35,10.77,0,59.33,51.79,44.55,7.55,rice,1.3,No irrigation
61.37,85.64,22.05,8.96,32.38,5.88,1,106.14,53.46,29.71,5.26,groundnut,0.85,No irrigation
64.63,45.82,38.06,39.58,34.01,26.3,1,108.33,12.58,18.12,5.91,chickpea,0.75,No irrigation
33.11,62.89,36.25,10.8,22.56,5.86,1,31.99,29.16,24.62,6.75,banana,1.25,Irrigate soon
68.12,48.93,28.94,4.89,27.91,18.18,1,117.63,29.31,62.51,5.68,chickpea,0.75,No irrigation
57.14,69.8,27.06,33.42,23.64,20.12,0,89.5,14.51,47.15,5.64,groundnut,0.85,No irrigation
26.89,77.3,23.76,4.18,23.13,18.53,1,96.05,28.71,44.51,5.46,wheat,0.9,Irrigate soon
20.81,29.1,38.33,15.42,26.79,19.37,0,98.0,21.28,33.06,5.49,chickpea,0.75,Monitor
67.33,60.41,22.04,18.44,21.61,5.09,0,109.41,21.22,16.86,6.99,cotton,1.1,No irrigation
34.36,28.28,31.01,14.18,23.18,13.11,1,70.79,13.19,32.72,5.29,groundnut,0.85,Irrigate soon
36.04,84.96,23.88,7.58,22.65,9.73,1,71.86,16.55,18.24,5.75,rice,1.3,Irrigate soon
27.08,23.72,20.71,10.65,20.99,4.83,0,108.26,51.97,41.3,6.18,maize,1.0,Irrigate soon
55.37,81.57,25.37,8.23,31.79,11.73,1,90.59,27.28,15.2,5.56,groundnut,0.85,No irrigation
49.22,71.74,37.05,27.52,22.55,21.08,0,38.73,63.99,24.22,5.04,cotton,1.1,No irrigation
38.54,21.46,39.49,35.25,22.56,23.29,0,79.4,68.17,52.91,6.46,maize,1.0,No irrigation
40.99,23.16,20.35,27.2,24.36,8.39,0,95.5,56.52,21.5,7.41,chickpea,0.75,No irrigation
39.89,71.44,39.8,10.29,27.3,12.2,0,102.77,28.07,36.69,6.55,groundnut,0.85,Irrigate soon
62.13,83.15,31.91,4.51,30.29,22.39,0,34.79,34.62,29.32,7.98,chickpea,0.75,No irrigation
42.38,37.11,34.82,38.93,25.39,22.84,0,112.06,32.67,22.02,5.82,groundnut,0.85,No irrigation
52.33,82.95,28.99,38.33,27.9,9.43,1,108.8,33.46,42.12,7.98,chickpea,0.75,No irrigation
25.48,60.57,34.04,33.37,21.84,24.27,1,48.84,68.17,47.43,7.06,cotton,1.1,No irrigation
52.45,56.62,25.8,22.33,22.44,15.63,0,99.98,10.94,17.66,5.85,wheat,0.9,No irrigation
21.79,54.19,20.1,14.09,32.51,3.4,0,55.02,27.0,70.84,7.0,banana,1.25,Irrigate soon
45.84,86.76,34.26,5.71,31.0,14.1,0,49.08,11.93,75.64,5.75,groundnut,0.85,Monitor
50.04,49.58,39.34,3.93,23.92,10.46,1,37.33,36.15,71.94,7.41,maize,1.0,No irrigation
52.58,33.97,22.71,22.17,24.52,4.4,1,74.58,32.56,71.93,6.31,maize,1.0,No irrigation
43.96,68.59,30.08,27.41,25.36,11.92,1,62.05,34.62,16.8,6.68,banana,1.25,No irrigation
38.15,72.91,32.3,12.1,23.64,16.34,0,82.09,63.99,72.06,5.16,banana,1.25,Irrigate soon
36.6,48.21,20.12,32.3,33.12,14.89,0,28.47,26.21,79.1,5.32,wheat,0.9,No irrigation
20.36,40.34,29.63,13.25,20.91,22.73,0,90.16,40.98,51.53,7.9,maize,1.0,Irrigate soon
27.29,67.3,37.05,12.04,24.66,29.7,0,100.56,47.42,28.05,5.2,maize,1.0,Irrigate soon
48.21,28.47,21.94,8.17,27.11,25.32,1,59.07,65.56,34.5,6.45,maize,1.0,Monitor
60.11,78.92,30.93,32.87,30.22,26.06,0,63.24,48.17,27.01,7.46,groundnut,0.85,No irrigation
28.24,55.81,33.99,8.01,27.21,10.1,0,115.91,39.58,58.4,6.17,groundnut,0.85,Irrigate now
58.99,52.48,36.27,5.93,24.25,5.36,1,21.1,28.17,56.93,7.68,wheat,0.9,No irrigation
39.45,83.57,27.09,5.57,33.24,14.83,0,118.18,31.46,70.63,6.51,chickpea,0.75,Irrigate soon
64.64,56.75,30.26,6.98,22.27,20.37,1,65.95,61.52,24.1,7.35,groundnut,0.85,No irrigation
31.66,47.58,38.32,25.81,25.65,15.21,0,77.6,65.64,65.4,6.58,maize,1.0,No irrigation
53.38,61.22,31.61,23.38,32.45,3.89,0,105.2,19.55,21.28,5.32,groundnut,0.85,No irrigation
41.2,73.19,39.63,32.34,30.99,8.63,0,92.82,33.05,78.27,7.77,rice,1.3,No irrigation
48.65,28.01,36.94,2.92,31.45,18.98,0,112.36,29.27,60.42,6.13,groundnut,0.85,Monitor
46.56,33.98,25.05,17.5,24.29,7.63,0,63.41,41.71,66.35,5.26,rice,1.3,Monitor
49.6,66.81,24.07,32.4,33.4,12.07,1,76.83,61.87,37.15,7.05,groundnut,0.85,No irrigation
50.32,54.73,36.65,22.81,27.11,11.86,0,100.16,36.33,55.66,7.62,wheat,0.9,No irrigation
19.3,74.77,25.96,4.72,23.46,18.84,1,22.25,59.28,33.84,7.48,cotton,1.1,Irrigate soon
53.68,24.76,37.43,38.72,21.12,18.11,1,59.92,13.4,60.34,5.33,cotton,1.1,No irrigation
66.53,88.95,33.06,1.29,26.32,7.61,0,33.93,42.83,62.7,7.77,groundnut,0.85,No irrigation
65.18,24.36,29.87,32.23,28.46,19.08,0,54.58,14.25,42.06,7.22,rice,1.3,No irrigation
63.81,53.51,22.59,28.93,21.56,15.9,0,85.03,35.89,34.72,7.55,maize,1.0,No irrigation
16.18,23.87,35.47,32.45,28.01,26.09,0,75.25,13.13,64.77,7.09,cotton,1.1,No irrigation
53.57,58.47,22.31,4.72,29.23,27.3,1,39.36,36.19,18.76,5.7,wheat,0.9,No irrigation
15.55,48.91,35.05,32.31,28.04,3.28,0,107.33,25.0,18.7,5.17,cotton,1.1,No irrigation
24.93,23.06,26.99,26.21,23.66,10.19,1,67.87,17.34,19.99,5.75,wheat,0.9,No irrigation
26.32,69.37,36.27,35.91,32.88,14.42,1,114.14,56.81,34.02,6.96,wheat,0.9,No irrigation
64.11,42.32,30.83,4.18,25.2,13.5,1,47.98,22.21,23.91,7.93,maize,1.0,No irrigation
31.77,58.71,22.45,29.0,31.82,3.0,0,89.83,48.99,44.49,5.34,cotton,1.1,No irrigation
61.0,38.92,31.76,12.02,34.48,3.67,1,69.54,61.77,40.0,5.13,maize,1.0,No irrigation
35.86,66.19,30.65,26.42,20.47,23.36,0,111.01,55.27,36.85,7.48,chickpea,0.75,No irrigation
59.56,61.37,35.15,13.64,32.44,14.15,1,98.26,65.71,63.91,7.42,wheat,0.9,No irrigation
36.35,70.49,33.56,34.34,34.07,14.98,1,36.25,32.88,63.47,7.77,maize,1.0,No irrigation
64.92,39.65,33.65,10.98,34.98,23.6,1,53.75,33.68,55.01,6.09,groundnut,0.85,No irrigation
28.78,65.71,35.43,0.49,24.6,20.5,1,104.76,36.63,16.12,5.03,rice,1.3,Irrigate now
68.12,53.61,36.89,8.71,20.88,28.29,1,109.7,43.09,76.96,6.32,chickpea,0.75,No irrigation
57.13,39.33,37.38,5.09,29.46,6.11,0,43.27,49.28,26.98,6.52,cotton,1.1,No irrigation
46.89,22.94,34.35,2.43,30.72,9.25,1,21.61,60.7,70.21,6.62,rice,1.3,Monitor
48.03,44.48,21.55,17.75,27.67,8.64,1,77.04,59.75,59.27,5.21,cotton,1.1,Monitor
63.17,30.02,26.53,31.53,25.02,13.43,1,67.07,68.41,55.42,5.48,rice,1.3,No irrigation
31.0,30.5,31.82,4.25,23.17,10.77,1,113.99,32.73,52.87,6.97,maize,1.0,Irrigate now
35.96,89.85,21.57,3.09,34.03,8.29,1,73.9,17.27,72.1,7.39,wheat,0.9,Irrigate soon
40.98,56.71,28.82,10.77,32.54,10.21,0,52.87,57.94,78.54,5.69,chickpea,0.75,Monitor
56.15,28.08,24.82,29.31,33.2,12.13,1,76.05,14.59,38.55,6.45,maize,1.0,No irrigation
39.69,49.32,31.39,33.07,21.88,17.05,1,87.41,49.95,54.36,7.39,chickpea,0.75,No irrigation
32.26,25.71,28.42,39.33,28.64,19.71,0,109.99,62.58,16.01,5.36,chickpea,0.75,No irrigation
57.1,69.8,29.4,4.04,33.04,25.35,0,89.0,69.4,23.6,7.6,cotton,1.1,No irrigation
64.73,44.81,28.05,22.28,30.68,5.33,1,79.15,47.0,79.62,5.14,groundnut,0.85,No irrigation
65.64,86.49,38.21,25.23,31.11,14.2,1,90.01,54.01,62.04,6.77,banana,1.25,No irrigation
66.51,25.87,37.91,23.74,25.55,20.18,1,52.04,20.6,61.96,5.84,banana,1.25,No irrigation
20.33,40.81,26.82,22.57,33.46,18.24,1,48.53,33.04,64.22,7.86,rice,1.3,Monitor
59.77,71.42,39.78,8.43,27.79,18.1,1,29.95,27.09,22.71,5.82,cotton,1.1,No irrigation
27.3,31.85,38.78,10.38,29.09,4.97,0,86.64,18.46,28.44,7.52,banana,1.25,Irrigate soon
24.29,61.89,20.79,35.63,28.07,7.46,1,103.25,11.55,28.2,7.83,wheat,0.9,No irrigation
38.46,51.14,22.52,18.15,33.77,22.06,0,64.44,35.94,32.1,7.59,chickpea,0.75,Monitor
55.24,28.15,27.07,3.16,31.9,22.37,1,35.67,30.12,44.48,7.21,groundnut,0.85,No irrigation
57.74,69.48,26.3,36.99,26.5,28.11,1,39.04,43.49,69.45,6.88,groundnut,0.85,No irrigation
49.5,37.21,31.73,34.88,23.3,7.48,1,35.14,58.83,62.68,5.85,maize,1.0,No irrigation
49.91,26.21,30.33,28.93,23.21,14.16,1,75.77,22.51,26.58,6.25,chickpea,0.75,No irrigation
48.74,64.17,24.69,13.95,27.96,28.72,1,104.07,62.5,58.42,6.47,groundnut,0.85,Monitor
36.57,45.0,29.62,3.86,21.69,26.67,1,61.96,36.83,31.08,6.27,maize,1.0,Irrigate soon
40.56,42.32,22.27,27.88,30.57,23.66,1,104.01,61.84,54.07,7.06,rice,1.3,No irrigation
31.0,55.52,37.8,31.31,20.91,23.61,1,87.5,34.67,67.59,6.28,chickpea,0.75,No irrigation
65.18,38.78,34.56,13.59,32.28,10.64,1,42.13,62.54,49.84,7.34,rice,1.3,No irrigation
67.13,62.93,26.59,24.2,20.3,22.22,1,29.03,52.28,74.29,7.3,wheat,0.9,No irrigation
18.49,23.45,24.21,21.42,34.78,25.47,1,105.97,23.76,67.08,7.73,chickpea,0.75,Monitor
37.74,58.71,24.97,0.55,32.68,23.14,0,70.15,57.48,17.75,5.85,rice,1.3,Irrigate soon
27.65,74.07,24.95,10.9,21.85,23.95,1,33.12,54.43,32.55,5.25,rice,1.3,Irrigate soon
42.75,69.24,34.65,0.81,31.14,17.17,0,29.56,45.29,40.42,7.49,banana,1.25,Irrigate soon
32.17,42.66,30.25,0.94,24.11,7.67,1,116.93,44.57,39.48,6.29,maize,1.0,Irrigate now
68.18,59.27,29.67,36.31,28.0,8.85,0,119.32,53.65,76.84,7.29,groundnut,0.85,No irrigation
20.96,35.68,39.5,15.89,23.48,12.36,0,84.28,29.95,67.63,7.93,rice,1.3,Irrigate soon
45.85,34.54,38.84,23.74,21.26,13.29,1,72.34,60.38,64.44,5.18,cotton,1.1,Monitor
28.86,41.8,26.76,6.02,24.82,17.83,1,107.14,26.09,28.6,6.69,cotton,1.1,Irrigate soon
45.01,41.91,33.04,12.87,30.63,16.4,0,112.12,35.54,20.04,5.38,rice,1.3,Monitor
23.92,72.37,23.32,17.5,34.58,3.09,1,69.52,47.57,49.1,5.42,banana,1.25,Irrigate soon
45.09,47.96,25.94,17.42,24.41,27.82,1,72.25,46.91,39.16,6.95,maize,1.0,Monitor
30.96,67.95,36.06,38.08,25.57,18.93,1,66.29,66.17,75.26,7.16,banana,1.25,No irrigation
66.03,31.5,34.3,18.95,24.77,7.02,1,26.7,68.62,35.27,5.56,groundnut,0.85,No irrigation
20.16,52.1,21.89,25.0,28.92,3.87,0,54.5,10.85,27.52,5.85,banana,1.25,Monitor
38.44,71.05,27.35,30.68,34.01,17.71,0,27.75,19.15,62.49,5.84,chickpea,0.75,No irrigation
46.0,28.87,30.45,25.79,25.74,18.12,1,116.67,54.24,55.03,7.73,maize,1.0,No irrigation
24.25,74.84,39.78,3.65,32.05,6.1,0,67.55,10.01,20.06,7.91,maize,1.0,Irrigate now
43.14,50.78,33.3,13.08,27.51,5.28,1,57.73,33.13,45.84,5.94,wheat,0.9,Monitor
32.43,25.47,32.11,8.56,22.49,19.75,1,91.13,60.39,51.43,6.47,banana,1.25,Irrigate now
28.78,28.42,38.0,26.08,22.67,26.25,1,97.07,30.76,42.57,6.85,maize,1.0,No irrigation
36.04,32.53,34.95,0.43,26.63,16.73,0,78.62,29.71,74.22,7.75,wheat,0.9,Irrigate soon
65.69,62.47,20.67,11.0,27.18,3.23,1,47.42,13.43,52.19,5.09,groundnut,0.85,No irrigation
66.02,89.81,32.64,19.61,27.1,26.5,0,23.82,11.73,73.13,5.46,groundnut,0.85,No irrigation
24.73,79.57,21.66,33.36,21.79,14.41,0,51.42,61.47,33.04,7.56,groundnut,0.85,No irrigation
48.77,21.17,36.75,33.93,24.75,21.86,1,71.63,66.43,41.21,7.51,groundnut,0.85,No irrigation
18.38,33.51,35.23,5.9,24.0,6.83,0,47.55,21.92,47.86,5.52,groundnut,0.85,Irrigate now
61.32,85.88,26.22,22.42,21.77,15.06,0,76.62,37.78,22.56,5.27,groundnut,0.85,No irrigation
19.75,42.23,32.53,0.8,22.54,2.29,1,66.03,62.63,76.31,5.92,groundnut,0.85,Irrigate now
50.33,83.1,23.82,30.23,21.99,3.49,1,37.8,18.43,35.51,5.68,maize,1.0,No irrigation
30.0,33.95,39.59,10.37,26.59,4.59,1,77.87,30.93,56.72,6.35,groundnut,0.85,Irrigate soon
52.79,31.93,38.99,23.41,22.34,17.92,1,54.69,58.65,66.76,5.62,groundnut,0.85,No irrigation
68.27,58.61,34.86,10.76,27.7,7.9,0,66.77,11.89,22.49,6.97,maize,1.0,No irrigation
41.14,52.71,26.46,22.55,29.87,27.24,1,90.13,47.77,71.51,5.02,cotton,1.1,Monitor
41.15,43.57,38.06,7.48,25.37,6.56,0,95.2,36.34,55.08,6.78,groundnut,0.85,Monitor
38.92,47.95,36.68,10.1,25.6,11.46,1,50.02,68.25,72.03,7.29,wheat,0.9,Irrigate soon
20.93,49.81,25.39,23.1,28.9,6.59,0,112.24,63.2,77.74,7.83,maize,1.0,Monitor
67.33,59.76,22.79,26.54,31.83,3.51,0,50.93,55.95,67.1,6.38,maize,1.0,No irrigation
40.33,66.1,24.01,6.88,24.61,7.17,0,63.65,53.45,25.02,6.67,banana,1.25,Irrigate soon
35.58,53.41,26.89,18.83,30.3,21.57,1,86.84,59.88,60.9,7.29,rice,1.3,Irrigate soon
36.32,42.28,38.71,16.0,24.91,9.93,1,79.69,42.05,37.55,7.01,wheat,0.9,Monitor
16.48,81.99,23.56,9.41,25.43,16.04,0,81.06,55.1,74.45,6.94,maize,1.0,Irrigate soon
42.5,23.1,26.04,3.71,25.76,7.04,0,48.5,33.21,68.38,5.1,cotton,1.1,Monitor
24.87,47.88,30.35,4.26,32.09,11.7,0,85.59,34.27,67.45,5.48,maize,1.0,Irrigate now
46.61,46.88,29.09,19.45,34.4,13.25,0,50.3,25.52,56.22,6.81,banana,1.25,Monitor
64.95,55.14,35.62,28.48,32.66,29.21,0,98.55,68.84,49.56,6.15,groundnut,0.85,No irrigation
19.4,20.49,38.96,28.3,23.87,16.42,1,63.49,37.89,17.59,7.6,cotton,1.1,No irrigation
35.19,82.24,33.73,10.09,25.06,10.29,0,74.27,20.72,38.2,5.05,chickpea,0.75,Irrigate soon
31.37,22.49,22.23,29.28,27.97,13.09,0,28.4,15.67,62.24,6.9,cotton,1.1,No irrigation
64.1,44.18,29.16,24.69,33.78,27.3,1,24.06,29.6,17.49,6.83,groundnut,0.85,No irrigation
50.08,81.74,27.64,39.21,21.18,27.97,1,62.25,11.34,76.77,5.77,groundnut,0.85,No irrigation
55.85,25.55,38.25,38.61,31.9,17.99,1,81.56,42.35,66.59,7.08,rice,1.3,No irrigation
35.58,53.1,35.21,17.48,31.2,23.79,1,70.16,12.74,40.91,5.54,chickpea,0.75,Monitor
30.0,48.5,20.37,16.57,21.95,9.48,1,29.71,23.49,61.09,5.66,wheat,0.9,Monitor
30.83,69.84,36.54,23.52,29.52,11.21,1,67.56,43.46,37.29,5.96,banana,1.25,Monitor
39.44,52.34,34.85,8.43,30.47,20.84,1,60.29,49.64,52.14,5.24,cotton,1.1,Irrigate soon
45.87,44.17,24.15,39.39,25.54,10.17,1,65.15,38.04,25.13,6.75,wheat,0.9,No irrigation
34.34,50.21,39.92,0.94,34.6,17.58,1,118.97,32.52,49.94,6.14,banana,1.25,Irrigate now
21.79,47.7,24.23,4.43,24.34,26.22,1,75.01,31.12,29.15,7.7,chickpea,0.75,Irrigate soon
32.57,45.42,22.11,35.39,34.4,23.33,1,70.23,41.95,29.63,6.21,banana,1.25,No irrigation
40.52,77.83,28.99,36.96,22.66,10.08,1,96.29,49.37,59.42,5.29,wheat,0.9,No irrigation
50.92,88.2,28.21,25.46,29.28,5.88,0,79.96,53.93,76.46,5.98,maize,1.0,No irrigation
24.16,63.78,33.69,38.07,20.34,18.84,1,75.21,61.81,70.27,5.48,chickpea,0.75,No irrigation
54.77,36.75,29.44,28.51,23.0,5.71,0,109.44,22.42,44.98,5.74,wheat,0.9,No irrigation
39.4,36.93,23.54,18.46,29.62,24.5,1,107.21,64.53,30.92,7.17,rice,1.3,Irrigate soon
15.38,22.26,33.54,34.68,34.93,26.14,0,98.3,67.45,72.42,6.61,groundnut,0.85,No irrigation
57.71,65.3,30.68,0.95,27.21,22.33,1,101.17,59.7,62.13,5.12,cotton,1.1,No irrigation
54.41,55.81,32.99,17.14,21.86,6.09,1,95.79,44.79,66.46,7.17,chickpea,0.75,No irrigation
37.71,43.79,38.26,31.82,23.15,4.72,0,65.82,52.54,63.91,7.27,chickpea,0.75,No irrigation
31.24,51.13,35.75,27.98,28.52,18.64,0,34.8,27.31,29.37,6.11,chickpea,0.75,No irrigation
54.26,41.47,34.32,22.71,24.57,21.97,1,35.44,58.31,23.36,6.82,banana,1.25,No irrigation
36.13,64.57,20.56,8.47,24.54,18.36,1,56.42,40.52,71.57,6.55,cotton,1.1,Irrigate soon
49.02,31.93,26.88,6.24,32.79,10.8,1,57.8,65.56,57.14,7.61,cotton,1.1,Monitor
24.65,82.8,20.28,37.88,25.14,10.66,0,35.01,46.52,62.37,5.36,maize,1.0,No irrigation
34.61,52.15,38.25,36.25,32.6,25.68,0,94.14,31.81,17.13,6.88,chickpea,0.75,No irrigation
42.91,39.0,39.23,33.86,28.07,4.22,0,64.66,41.38,30.9,7.39,maize,1.0,No irrigation
52.93,65.56,24.9,27.59,26.84,3.13,1,75.2,15.48,27.35,7.49,rice,1.3,No irrigation
64.84,29.28,26.06,8.31,23.66,23.33,1,66.43,42.22,65.79,5.96,groundnut,0.85,No irrigation
