nitrogen,phosphorus,potassium,ph,moisture,temperature,recommended_fertilizer,advice
16,25,40,5.4,55,38,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
68,33,62,6.6,53,27,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
29,8,45,5.7,31,21,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
50,50,39,6.3,52,30,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
47,58,72,7.0,27,22,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
11,5,46,5.9,43,38,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
12,29,25,6.5,45,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
12,14,23,6.7,50,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
10,23,43,6.5,47,34,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
60,82,66,6.1,53,24,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
59,68,80,6.9,52,19,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
45,67,62,6.8,37,31,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
65,75,61,7.3,49,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
83,27,99,7.5,58,23,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
16,28,23,7.1,36,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
43,58,54,6.1,52,19,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
62,35,51,5.8,57,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
92,63,57,5.9,32,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
51,23,99,5.6,62,30,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
72,45,46,7.0,57,28,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
75,37,83,6.6,53,18,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
41,43,77,5.7,40,25,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
84,64,81,6.8,37,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
76,39,82,5.6,67,25,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
25,34,29,6.3,40,25,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
62,68,79,7.2,63,18,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
81,64,66,6.1,38,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
65,45,57,5.9,56,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
80,67,56,6.6,69,23,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
11,10,19,6.6,23,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
60,66,60,5.9,56,31,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
82,77,78,6.4,54,22,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
44,35,34,6.4,51,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
41,28,10,5.4,49,37,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
27,17,24,5.5,50,31,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
14,13,33,7.1,47,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
47,30,23,5.6,54,18,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
39,67,57,7.2,50,25,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
20,23,33,6.7,33,36,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
51,53,51,6.4,31,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
86,56,57,7.5,55,27,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
30,13,18,6.3,50,28,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
42,16,40,7.0,54,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
37,31,39,6.5,48,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
20,19,34,5.5,50,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
28,36,23,6.8,35,30,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
66,57,43,6.0,56,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
34,58,40,7.0,49,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
47,54,41,6.6,56,22,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
61,58,56,6.3,30,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
35,42,39,5.9,43,27,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
57,21,77,7.0,64,33,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
35,31,49,6.0,18,40,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
62,80,79,6.3,60,27,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
53,29,72,6.9,61,20,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
61,77,60,5.9,40,23,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
60,56,53,6.9,56,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
78,57,90,7.2,35,32,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
62,71,51,5.5,59,33,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
23,32,13,6.7,40,37,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
36,63,52,7.0,20,24,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
71,42,53,6.5,39,31,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
63,54,81,7.0,26,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
52,55,72,6.0,45,28,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
81,37,92,6.5,39,24,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
75,43,53,6.1,36,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
52,35,40,7.0,63,23,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
63,51,43,5.9,41,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
53,58,85,6.3,32,26,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
67,38,61,6.7,32,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
32,63,38,6.8,46,34,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
52,23,83,6.6,52,33,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
29,55,48,5.8,55,22,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
30,7,13,5.5,18,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
66,83,62,6.2,32,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
21,64,33,6.3,30,34,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
55,40,35,6.7,42,30,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
58,45,42,6.1,43,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
41,8,23,6.7,52,26,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
65,57,77,6.0,69,26,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
15,62,29,6.1,24,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
28,52,15,6.8,29,26,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
42,26,25,7.1,48,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
81,81,62,6.7,67,31,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
24,56,21,6.0,48,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
61,37,48,7.0,60,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
73,89,64,7.1,32,18,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
54,52,50,6.5,33,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
51,51,51,7.2,48,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
68,55,63,7.3,67,21,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
87,55,87,5.9,46,20,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
27,24,14,5.2,25,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
50,35,38,6.1,35,18,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
58,52,53,7.0,39,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
66,57,47,6.2,56,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
45,27,18,5.9,40,25,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
88,67,70,6.3,50,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
56,33,43,6.8,32,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
47,30,59,6.5,39,21,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
24,48,44,6.7,52,32,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
57,33,58,7.1,36,27,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
48,60,41,7.0,58,29,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
60,32,78,5.9,47,28,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
22,31,12,5.5,47,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
88,61,84,7.1,36,26,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
75,36,74,6.0,60,23,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
11,32,24,6.8,24,39,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
59,59,55,5.8,37,26,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
83,81,63,6.8,67,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
35,34,17,7.1,23,33,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
54,43,56,6.2,35,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
23,23,48,5.6,32,40,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
57,71,71,5.6,34,23,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
12,9,42,5.2,41,28,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
12,6,45,5.0,29,29,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
45,55,98,5.6,59,27,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
48,57,61,6.7,57,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
58,56,50,7.1,39,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
88,57,86,6.8,52,28,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
66,51,46,6.7,57,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
63,28,79,6.6,31,29,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
28,27,19,6.5,22,35,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
95,83,80,6.2,62,32,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
83,44,72,6.4,43,25,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
51,29,94,6.5,43,23,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
44,60,56,6.8,31,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
56,85,69,6.9,35,32,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
30,61,43,6.1,38,31,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
26,59,28,7.1,24,21,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
25,11,39,5.9,26,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
27,40,16,7.2,24,32,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
73,30,72,6.7,26,38,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
36,35,53,6.1,48,26,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
86,62,71,6.3,54,33,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
63,33,51,5.9,40,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
80,83,62,7.4,55,33,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
46,45,65,6.7,50,29,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
70,32,65,7.0,48,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
20,20,46,5.1,21,37,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
42,56,52,6.6,26,32,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
65,60,58,6.5,39,28,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
12,6,34,7.0,35,30,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
46,62,32,6.7,53,26,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
65,40,41,6.9,49,26,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
44,23,19,6.6,38,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
51,32,37,6.5,62,28,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
42,37,34,5.8,24,22,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
66,51,75,6.6,62,22,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
63,32,95,5.6,55,34,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
57,25,76,6.6,49,32,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
62,54,58,6.4,58,32,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
54,52,91,6.4,67,29,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
34,9,29,5.6,34,23,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
90,64,68,7.0,58,33,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
83,59,85,6.6,37,24,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
68,38,84,6.0,49,37,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
51,58,38,6.1,48,27,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
64,58,52,6.5,40,33,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
20,55,31,6.2,41,25,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
62,40,55,6.0,35,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
57,39,38,6.7,59,25,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
27,12,18,6.9,43,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
47,30,46,6.2,31,29,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
44,17,42,5.4,23,32,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
62,89,65,6.5,41,24,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
82,35,83,6.7,48,33,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
72,47,47,7.1,49,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
54,81,83,6.4,39,31,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
16,14,15,5.8,21,36,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
41,17,23,5.6,29,22,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
61,33,85,6.3,35,27,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
65,72,66,5.8,47,20,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
74,33,61,6.3,55,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
39,33,48,5.5,53,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
56,55,46,6.4,41,21,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
15,59,25,6.4,26,30,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
25,33,46,7.1,19,31,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
24,16,19,6.7,30,37,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
74,40,85,6.0,66,35,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
17,28,46,5.9,46,34,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
38,53,48,5.8,35,29,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
63,37,51,7.2,63,23,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
33,29,37,6.8,24,33,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
50,75,57,6.6,32,24,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
42,29,94,7.0,26,37,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
48,25,35,5.6,52,28,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
69,37,53,6.4,59,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
40,53,71,5.8,54,29,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
61,70,69,6.2,60,34,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
59,56,64,7.2,42,19,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
81,50,93,6.5,26,21,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
36,28,13,5.3,41,24,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
73,54,80,7.2,33,24,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
60,73,84,6.5,44,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
52,59,97,5.9,47,20,Potassium Sulphate,Potassium sulphate can support potassium requirements and improve plant strength and crop quality. Avoid unnecessary application when potassium is already sufficient.
47,55,48,6.6,44,27,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
36,8,18,5.8,29,27,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
40,68,69,6.3,39,18,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
49,32,51,6.9,50,22,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
70,45,62,6.9,40,20,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
79,66,55,7.1,57,29,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
27,21,46,6.4,17,35,Urea,Nitrogen is relatively low. Urea can be applied to improve nitrogen availability and support vegetative growth.
53,70,55,5.6,55,32,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
67,77,55,6.9,38,25,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
62,47,50,6.4,60,18,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
16,42,19,6.0,55,19,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
50,32,47,6.6,54,30,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
47,57,73,5.8,62,29,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
57,79,69,7.1,49,21,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
58,71,65,7.1,63,30,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
76,79,74,6.2,65,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
59,56,70,7.1,35,24,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
35,64,15,5.9,59,28,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
76,84,63,7.1,59,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
56,66,75,6.8,56,34,NPK 10-26-26,This fertilizer is higher in phosphorus and potassium and can support root development and overall crop growth.
38,60,53,7.0,48,24,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
71,32,52,6.0,48,24,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
78,62,88,7.2,33,24,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
83,82,67,7.3,68,19,NPK 20-20-20,"A balanced higher-strength NPK fertilizer is recommended when nitrogen, phosphorus, and potassium requirements are relatively high."
53,46,42,6.6,25,25,DAP,DAP provides nitrogen and phosphorus. It can support root development and improve nutrient availability.
46,49,39,6.9,52,33,NPK 10-10-10,"A balanced NPK fertilizer is recommended to maintain nitrogen, phosphorus, and potassium levels."
