nitrogen,phosphorus,potassium,ph,moisture,temperature,soil_health
29.44,48.71,144.44,7.49,53.86,37.78,Moderate
126.02,89.38,20.78,5.02,65.92,41.87,Poor
88.76,96.61,101.11,4.84,74.84,37.66,Moderate
85.02,75.67,55.98,6.96,38.93,29.23,Healthy
99.12,10.12,18.92,4.83,51.65,26.15,Poor
80.01,52.53,10.87,7.68,59.05,33.57,Moderate
14.8,66.91,77.57,7.54,16.78,35.16,Moderate
144.64,85.84,134.65,4.8,47.08,21.66,Poor
86.29,72.13,113.29,8.47,77.03,21.67,Moderate
138.19,88.98,109.9,5.53,23.18,26.76,Moderate
15.47,31.97,15.64,6.6,53.16,18.01,Moderate
132.35,14.2,62.45,6.5,50.75,23.62,Healthy
109.83,37.43,41.64,6.31,17.94,41.09,Moderate
87.01,18.69,120.43,7.38,40.14,41.56,Moderate
80.09,25.21,119.73,8.21,28.37,15.18,Moderate
95.3,74.61,42.82,8.35,21.73,36.63,Moderate
132.68,21.23,77.69,4.61,54.93,29.75,Moderate
118.96,52.62,56.31,5.05,13.58,29.28,Moderate
138.64,77.77,62.0,8.43,22.88,41.94,Poor
42.22,20.98,129.46,6.38,72.43,35.2,Moderate
31.94,16.58,69.78,6.75,39.62,20.72,Healthy
40.45,53.44,7.07,6.26,12.33,38.57,Poor
96.82,20.22,116.44,6.47,45.75,21.92,Healthy
65.13,88.42,26.34,6.99,25.18,27.01,Moderate
84.62,16.57,16.38,6.44,38.65,39.87,Moderate
107.72,90.2,139.6,4.58,71.59,40.88,Poor
73.37,65.42,55.17,4.89,28.38,17.17,Moderate
78.15,67.09,5.76,5.42,15.16,41.08,Poor
122.44,7.94,123.03,7.81,66.37,38.72,Moderate
75.58,27.74,131.21,7.84,29.23,30.68,Moderate
87.97,51.32,93.25,4.84,41.83,22.56,Healthy
10.33,54.32,57.88,6.22,17.79,28.65,Moderate
47.82,5.06,118.1,7.01,46.95,31.8,Moderate
55.31,16.69,56.75,7.66,52.58,36.36,Moderate
136.32,28.72,137.59,7.15,49.25,28.59,Moderate
75.62,12.02,12.92,5.82,24.25,17.34,Moderate
13.42,97.95,35.75,8.44,48.12,20.18,Poor
30.34,24.08,57.75,5.32,67.96,24.91,Moderate
83.77,52.62,100.63,8.49,41.05,23.71,Healthy
146.37,99.77,118.24,7.69,38.51,29.55,Moderate
59.25,63.79,124.73,6.0,47.46,35.92,Moderate
39.24,62.98,117.48,4.71,27.76,15.68,Moderate
10.9,50.37,106.6,6.03,53.48,20.17,Healthy
127.1,39.45,107.55,5.02,67.27,28.99,Moderate
145.84,43.51,131.58,6.15,17.55,33.57,Poor
35.62,80.99,53.56,7.53,43.7,29.5,Moderate
112.85,68.18,101.31,7.14,50.97,36.79,Healthy
52.0,22.25,111.6,6.66,73.04,41.06,Moderate
131.4,57.02,114.35,5.84,11.03,36.07,Moderate
119.41,5.76,130.22,8.03,32.45,15.47,Poor
132.64,11.7,38.67,6.67,67.16,36.11,Moderate
105.36,83.72,104.39,7.05,21.74,26.88,Moderate
73.19,6.76,63.8,5.41,16.28,29.75,Moderate
43.18,23.09,119.09,7.74,56.26,20.12,Moderate
98.58,72.77,38.83,5.03,40.35,26.46,Healthy
31.46,23.21,77.44,6.61,47.65,41.51,Moderate
15.55,79.7,56.01,7.51,61.48,31.74,Moderate
98.36,68.04,113.4,5.03,35.26,37.73,Moderate
86.7,18.01,144.44,8.45,45.89,29.4,Moderate
50.88,54.04,145.47,5.52,31.32,39.23,Moderate
63.82,97.39,55.69,4.52,76.76,21.4,Poor
107.18,9.5,113.5,5.38,66.02,41.1,Moderate
16.33,39.96,108.79,8.49,35.41,41.86,Poor
135.89,73.33,60.38,6.65,60.42,33.51,Moderate
50.38,57.94,126.08,6.4,49.64,23.84,Healthy
32.41,11.27,63.88,7.03,63.2,17.27,Moderate
54.59,81.75,21.28,8.47,54.29,40.38,Moderate
112.24,96.57,101.47,5.57,66.02,21.1,Moderate
89.1,40.44,120.87,7.54,70.47,21.67,Moderate
149.66,81.51,61.07,5.01,34.46,17.87,Moderate
96.15,15.73,67.42,7.17,41.71,38.8,Healthy
43.74,54.77,137.41,5.91,43.09,40.19,Moderate
79.9,87.1,141.37,5.52,65.01,32.65,Moderate
148.14,60.63,119.95,5.88,52.45,36.02,Moderate
145.37,28.92,16.44,8.41,52.18,15.47,Poor
82.8,93.92,147.74,5.8,64.73,27.38,Moderate
65.72,77.03,44.15,6.21,27.26,18.85,Moderate
63.1,96.13,65.74,7.23,29.96,38.36,Moderate
97.49,95.29,52.26,6.65,23.37,18.67,Moderate
91.95,81.32,33.97,7.31,57.01,28.03,Healthy
117.37,61.42,142.24,7.55,72.06,24.76,Moderate
123.54,99.24,28.7,6.54,70.36,25.71,Moderate
81.15,76.02,124.58,5.3,37.38,25.65,Moderate
31.4,13.66,112.98,7.91,76.63,40.82,Poor
149.26,12.88,62.54,4.83,57.45,41.25,Poor
15.14,55.0,82.32,5.15,68.34,25.66,Moderate
68.87,96.39,40.87,6.04,63.91,27.96,Healthy
94.48,50.39,46.08,5.15,69.51,22.43,Healthy
149.63,5.96,132.88,8.29,14.11,31.94,Poor
119.58,63.46,132.62,5.03,76.41,29.86,Poor
58.21,54.89,54.2,6.32,20.95,37.81,Moderate
64.55,49.37,136.89,8.13,65.17,15.81,Poor
136.89,22.93,68.55,8.11,16.65,18.59,Poor
90.65,49.43,61.5,7.74,72.63,41.77,Moderate
27.21,69.24,131.34,5.46,43.6,15.19,Poor
28.85,16.93,107.6,6.99,12.71,31.08,Moderate
19.54,24.21,135.7,6.29,64.69,23.49,Moderate
25.51,89.38,28.75,5.9,59.09,30.98,Moderate
139.92,98.83,26.26,5.41,54.74,18.96,Moderate
85.91,40.42,133.78,8.17,28.12,17.58,Moderate
148.75,19.24,30.15,5.51,33.86,18.99,Moderate
55.11,7.09,121.14,5.55,67.24,32.47,Moderate
77.28,97.37,61.07,5.21,50.42,18.78,Moderate
48.75,91.24,134.36,6.36,43.48,30.3,Moderate
21.79,29.05,89.1,5.78,24.94,32.48,Moderate
89.3,36.07,140.92,7.61,51.73,20.66,Healthy
100.73,70.34,89.28,7.05,21.36,24.04,Healthy
134.7,18.03,90.51,8.09,10.99,41.11,Poor
133.67,72.93,107.82,7.97,21.97,33.9,Moderate
58.08,88.19,82.33,7.56,21.69,21.54,Moderate
127.34,42.55,81.53,7.4,21.88,23.17,Healthy
55.59,92.08,24.95,5.99,77.15,37.54,Moderate
103.87,57.15,126.62,8.29,74.69,32.26,Moderate
111.9,78.65,122.36,7.43,22.6,35.51,Moderate
64.65,23.98,19.87,5.46,45.54,21.67,Moderate
103.23,96.62,11.39,5.02,27.31,36.72,Poor
47.98,23.2,27.17,5.1,60.39,34.12,Moderate
53.56,47.7,96.09,8.4,62.02,36.68,Moderate
146.88,41.2,15.02,7.49,18.48,26.84,Poor
113.37,58.04,58.24,6.56,27.17,17.0,Healthy
67.75,10.54,147.05,6.29,71.77,40.7,Poor
72.91,44.93,134.55,4.64,44.1,22.25,Moderate
115.39,84.49,94.9,6.13,48.85,30.5,Healthy
98.92,92.61,41.12,5.31,23.32,33.83,Moderate
136.68,36.04,66.0,8.37,20.17,38.75,Poor
144.3,80.95,53.78,7.11,30.4,18.26,Moderate
25.03,5.89,146.86,7.12,32.49,30.64,Poor
96.67,22.38,46.89,6.69,68.79,18.5,Moderate
130.17,62.85,76.0,5.08,48.49,24.55,Healthy
36.46,88.6,71.78,4.82,31.15,19.9,Moderate
141.49,28.09,78.43,7.48,21.1,26.81,Healthy
101.46,88.79,99.84,4.82,32.51,24.48,Moderate
64.36,94.45,10.18,5.71,44.47,17.33,Moderate
77.7,15.18,126.48,5.58,46.61,31.69,Moderate
52.8,38.37,79.02,7.72,41.69,28.25,Healthy
93.42,45.4,110.28,4.52,43.81,39.92,Moderate
96.23,51.21,116.94,6.07,42.71,20.27,Healthy
27.39,7.42,111.07,6.37,75.75,19.77,Poor
44.16,65.68,12.92,6.51,18.65,19.36,Moderate
81.69,59.06,35.75,5.58,29.89,18.83,Moderate
145.2,70.76,21.07,5.93,22.08,21.33,Moderate
141.53,17.99,132.57,7.87,62.06,28.41,Moderate
46.17,83.94,125.94,6.6,13.33,20.21,Moderate
17.85,22.08,78.72,7.92,55.73,31.22,Moderate
114.71,65.79,69.3,7.76,31.71,40.06,Moderate
26.27,65.58,77.57,6.2,40.08,16.14,Moderate
115.21,38.47,74.11,7.89,50.4,37.99,Healthy
29.19,31.77,38.05,8.05,64.71,37.52,Moderate
89.62,25.97,59.66,6.7,11.33,32.27,Healthy
129.68,35.94,103.57,6.43,10.28,22.67,Moderate
83.9,73.87,63.29,5.24,14.27,34.3,Moderate
61.11,66.47,37.15,7.52,34.11,16.41,Moderate
81.43,74.49,140.21,8.38,41.95,31.52,Moderate
88.01,55.69,21.61,7.18,77.57,18.42,Moderate
53.66,12.32,63.4,6.43,35.06,27.87,Healthy
122.42,25.32,114.91,7.67,50.68,23.51,Moderate
141.11,39.57,12.24,5.04,72.41,19.05,Poor
72.64,70.74,88.18,7.11,34.42,32.88,Moderate
11.27,30.01,22.92,6.32,20.21,29.78,Moderate
35.29,44.36,15.76,6.26,66.56,23.56,Moderate
108.88,45.47,38.96,5.71,31.18,35.04,Moderate
38.13,97.89,104.69,6.1,79.86,20.84,Moderate
116.81,30.74,83.82,4.72,69.25,24.89,Healthy
91.83,93.09,9.39,8.37,46.76,36.08,Poor
76.23,82.51,132.68,6.03,60.58,41.96,Moderate
116.0,95.9,111.81,5.82,67.9,32.99,Moderate
14.63,21.38,42.88,7.47,65.8,37.33,Moderate
19.41,11.85,48.42,7.22,68.95,38.47,Poor
39.05,77.9,97.91,8.21,64.1,29.27,Moderate
119.65,34.29,118.99,7.62,69.86,21.54,Moderate
128.86,21.06,116.93,8.22,12.51,31.9,Moderate
102.34,82.44,19.91,8.14,79.57,33.15,Poor
70.19,65.33,12.93,7.51,14.9,23.71,Moderate
29.52,73.97,91.19,7.3,14.52,25.0,Moderate
66.86,62.23,19.84,7.09,37.63,39.46,Moderate
72.97,14.7,19.99,5.52,26.79,36.51,Moderate
111.13,12.28,128.46,4.88,64.99,18.01,Poor
62.69,76.34,41.78,4.95,65.1,33.66,Moderate
134.78,65.95,15.72,7.05,67.58,17.26,Moderate
29.0,69.37,119.74,5.91,61.47,19.52,Moderate
72.16,76.06,33.85,5.9,54.03,24.34,Healthy
132.38,95.89,98.13,7.63,73.47,33.95,Moderate
118.26,12.62,124.45,5.6,14.96,30.92,Moderate
41.75,12.59,93.39,4.89,72.11,41.17,Poor
113.35,32.33,86.57,4.63,53.5,22.12,Healthy
73.7,21.99,148.05,5.33,39.19,21.87,Moderate
85.82,91.01,28.69,5.06,15.18,30.91,Poor
94.29,83.03,126.21,4.91,73.74,37.39,Moderate
100.61,37.97,113.11,6.98,34.71,15.36,Moderate
92.94,59.77,27.41,8.13,21.15,22.75,Moderate
62.08,69.88,16.84,7.31,39.01,19.94,Healthy
25.69,44.17,69.67,5.05,43.77,28.57,Moderate
147.34,72.76,6.76,6.41,11.51,28.8,Poor
57.31,90.83,76.53,7.9,50.87,25.71,Moderate
42.16,22.4,120.21,8.03,32.69,28.35,Moderate
50.25,48.25,131.08,5.05,30.4,33.77,Moderate
53.49,12.71,59.29,7.21,78.88,39.09,Poor
88.66,78.85,87.85,6.48,21.94,22.89,Healthy
73.29,98.63,93.24,8.28,28.11,16.86,Poor
146.97,36.31,82.62,4.78,70.23,15.02,Poor
136.84,20.71,31.6,7.8,37.04,21.91,Moderate
93.5,29.17,46.55,4.68,47.76,18.49,Healthy
127.2,76.35,46.39,6.64,50.42,32.99,Moderate
68.65,66.99,29.56,6.38,16.58,40.41,Moderate
66.2,63.66,76.02,4.61,14.39,22.14,Moderate
104.49,65.94,32.25,6.45,35.69,30.35,Healthy
56.86,90.14,73.5,6.21,59.23,36.08,Moderate
71.26,15.35,17.34,5.81,61.28,32.65,Moderate
50.28,5.42,98.19,6.76,64.07,33.53,Moderate
44.57,74.63,75.53,6.8,34.99,36.35,Moderate
37.45,24.43,39.43,7.66,60.97,22.28,Moderate
30.14,7.68,104.15,6.66,59.16,34.12,Moderate
128.27,44.52,124.95,6.24,59.55,29.88,Healthy
139.0,40.16,105.02,6.89,79.91,17.09,Moderate
93.74,27.08,133.21,7.68,56.33,27.97,Healthy
105.38,57.66,46.66,7.78,45.88,21.94,Healthy
103.01,6.77,109.41,6.38,54.4,19.24,Moderate
110.56,73.71,112.53,6.37,54.84,29.83,Healthy
42.63,7.19,64.97,7.76,32.56,35.22,Moderate
99.55,38.56,5.08,6.22,37.5,18.75,Healthy
124.62,95.77,22.58,5.42,54.27,40.67,Moderate
140.76,93.48,68.82,8.44,35.53,17.34,Poor
108.62,57.84,120.92,6.98,67.45,24.29,Healthy
50.31,76.94,77.17,5.22,36.25,36.62,Moderate
139.35,77.23,109.13,7.75,24.04,30.65,Moderate
93.19,94.86,7.22,8.38,60.83,15.61,Poor
82.63,11.63,92.49,6.31,64.07,30.64,Healthy
120.09,40.03,129.25,7.97,55.88,22.12,Moderate
148.8,82.68,128.49,4.55,67.83,20.88,Poor
81.16,71.91,64.49,5.47,45.01,23.09,Healthy
96.14,15.42,64.21,6.87,79.34,28.38,Healthy
69.62,98.98,139.18,7.19,48.13,22.31,Moderate
97.34,84.23,147.33,5.18,29.18,38.88,Poor
130.54,73.08,20.04,7.33,42.83,25.02,Moderate
45.1,35.21,82.69,5.15,45.65,16.3,Moderate
67.49,96.2,112.15,4.77,58.15,20.3,Moderate
76.38,32.95,140.45,4.72,71.67,33.94,Moderate
60.79,88.57,63.91,7.29,65.15,22.73,Healthy
20.12,87.47,38.54,8.23,32.05,26.2,Poor
70.24,49.45,144.6,5.48,52.58,22.94,Healthy
28.33,32.43,85.1,6.93,28.46,41.66,Moderate
60.78,84.04,10.08,7.28,31.24,29.5,Moderate
127.12,73.86,57.15,7.43,38.98,16.71,Moderate
103.18,94.0,17.13,7.25,68.78,31.11,Moderate
77.96,27.54,33.11,6.09,54.89,23.5,Healthy
78.38,62.0,35.45,7.47,54.01,30.98,Healthy
76.94,39.66,84.58,7.56,59.42,34.92,Healthy
39.32,79.07,53.63,5.43,18.51,37.42,Moderate
97.25,84.92,86.41,7.94,48.96,32.44,Moderate
17.89,68.62,91.67,5.47,17.89,24.37,Moderate
18.43,62.08,84.16,8.17,46.23,34.7,Moderate
102.96,71.47,50.48,6.16,18.38,32.56,Moderate
52.34,57.14,138.62,7.23,28.74,28.9,Moderate
94.3,85.76,120.1,5.76,74.37,18.98,Moderate
48.65,8.22,50.13,6.16,26.89,15.34,Moderate
11.47,92.78,111.55,7.29,65.0,33.74,Moderate
18.6,92.94,67.18,6.31,72.06,20.52,Moderate
53.79,86.23,80.35,6.18,76.82,39.0,Poor
134.23,25.16,127.37,7.13,58.41,16.29,Moderate
87.8,25.76,139.43,6.75,53.22,21.57,Healthy
68.99,55.29,122.75,6.95,17.91,27.17,Healthy
51.37,56.2,73.13,4.59,24.53,32.82,Moderate
86.21,10.06,91.66,6.51,20.51,15.05,Moderate
56.96,79.07,24.29,8.28,47.97,35.48,Moderate
146.76,29.95,89.51,5.86,15.92,36.42,Moderate
11.69,87.54,120.21,7.05,51.38,37.83,Moderate
17.8,74.96,31.16,4.58,31.86,23.83,Moderate
36.97,72.53,86.04,8.18,63.32,37.31,Moderate
136.35,81.6,22.13,5.24,38.13,23.97,Moderate
133.96,54.8,132.01,6.05,73.46,16.94,Moderate
72.38,90.61,70.2,7.43,35.26,37.39,Healthy
98.4,82.13,82.79,7.05,47.01,30.32,Healthy
106.48,16.48,116.44,5.92,10.88,32.38,Moderate
95.91,73.95,149.76,6.35,78.13,30.6,Moderate
60.1,69.39,33.49,8.37,40.87,15.29,Moderate
101.75,16.43,17.89,4.59,71.81,15.91,Poor
85.21,51.5,137.1,8.14,74.46,25.8,Moderate
76.29,83.44,22.42,4.96,74.52,15.79,Moderate
63.6,23.52,17.18,8.4,21.62,26.66,Moderate
45.86,51.66,116.2,7.14,50.02,28.79,Healthy
28.46,43.24,136.26,7.78,14.53,37.69,Poor
125.93,81.19,123.15,8.43,13.86,25.36,Moderate
145.58,57.5,103.93,5.95,24.83,41.42,Moderate
60.63,58.28,40.35,8.37,28.09,39.68,Moderate
50.85,94.96,58.26,7.99,51.99,18.07,Moderate
51.39,77.28,101.79,5.92,23.67,37.38,Moderate
97.13,69.79,74.46,5.9,36.76,15.84,Healthy
142.13,39.82,75.03,5.93,34.86,33.51,Moderate
103.85,81.97,15.41,8.0,76.97,41.71,Poor
28.03,51.24,141.16,7.54,14.21,38.5,Poor
127.4,79.12,64.72,7.03,60.11,25.71,Healthy
119.76,30.96,31.63,7.94,33.75,16.53,Moderate
126.58,80.91,121.35,5.86,52.23,15.38,Moderate
10.32,29.63,81.17,6.9,19.34,38.43,Poor
144.34,16.33,124.46,6.96,45.17,28.2,Moderate
114.98,24.85,93.3,5.55,15.96,29.93,Moderate
47.61,75.55,99.31,5.4,70.31,24.37,Moderate
109.27,30.4,33.51,7.94,74.31,24.51,Healthy
54.1,71.74,37.97,7.96,10.6,18.84,Moderate
26.9,35.19,130.59,7.06,17.52,17.13,Poor
50.38,63.88,91.09,4.96,63.26,32.07,Moderate
147.63,57.5,52.46,4.98,74.34,16.02,Poor
58.82,55.42,87.62,6.83,60.2,18.46,Healthy
110.71,89.5,9.41,4.64,79.4,23.42,Poor
73.71,34.46,85.69,7.35,63.2,24.6,Healthy
46.48,56.93,60.72,6.99,52.81,39.15,Healthy
10.54,14.68,119.08,6.83,14.38,40.45,Poor
101.06,51.17,118.04,6.88,36.13,23.01,Healthy
73.48,50.15,108.24,6.39,11.28,33.49,Moderate
19.75,85.4,107.7,6.89,41.79,19.65,Moderate
101.7,15.4,92.66,5.23,51.78,19.08,Moderate
23.23,49.73,107.91,5.45,44.84,36.57,Moderate
86.92,61.73,36.92,5.0,20.43,41.27,Moderate
22.13,19.39,34.83,7.65,37.86,36.35,Moderate
68.65,80.5,134.84,6.29,79.05,40.19,Poor
12.15,58.59,100.28,7.87,57.14,33.58,Moderate
50.55,82.95,14.18,7.13,24.14,35.67,Moderate
120.63,21.6,120.07,7.85,13.71,26.61,Moderate
36.98,17.01,121.52,5.67,55.08,15.1,Moderate
21.12,62.97,58.69,8.02,15.76,31.84,Poor
108.4,63.07,103.7,5.5,63.7,29.98,Healthy
120.33,16.57,23.42,6.08,37.29,18.47,Moderate
21.37,12.67,12.59,4.63,66.54,40.24,Poor
69.59,22.74,52.61,7.77,75.05,21.44,Moderate
14.29,34.32,60.88,4.51,57.7,18.36,Moderate
21.46,73.32,116.76,5.24,63.79,23.03,Moderate
53.14,16.63,37.84,4.66,57.04,37.99,Moderate
16.77,29.26,55.2,6.07,67.69,16.16,Moderate
95.98,55.57,126.58,5.72,17.13,18.53,Moderate
98.28,56.85,90.88,5.05,12.97,30.3,Moderate
21.35,93.32,121.48,5.22,51.85,18.56,Moderate
141.06,61.0,51.07,7.22,10.18,22.77,Moderate
42.78,37.89,17.37,8.37,42.75,38.12,Poor
18.33,85.26,99.69,7.22,66.44,29.2,Moderate
98.76,90.48,23.14,4.72,78.79,38.8,Poor
81.96,79.17,132.88,6.37,16.86,27.98,Moderate
59.19,7.2,144.06,7.36,65.01,31.11,Moderate
47.68,60.55,103.64,6.89,18.9,36.97,Moderate
51.66,42.69,84.85,8.41,31.88,16.13,Moderate
146.14,95.96,33.75,7.82,74.37,15.35,Poor
115.66,22.09,124.94,4.58,58.39,37.05,Moderate
14.99,76.92,22.22,4.82,74.45,39.92,Poor
113.76,89.57,7.42,6.55,71.01,39.1,Poor
61.38,35.84,106.5,4.74,64.64,21.74,Healthy
83.02,23.29,111.48,8.33,47.86,40.67,Moderate
66.29,32.21,126.6,4.65,29.68,33.64,Moderate
36.45,89.59,74.92,5.48,35.99,22.66,Moderate
108.13,15.44,128.78,5.1,29.77,31.92,Moderate
59.59,53.46,87.52,5.54,47.42,40.36,Moderate
10.35,61.64,51.43,7.95,16.76,16.64,Poor
66.69,69.01,5.94,7.74,33.56,39.85,Moderate
136.81,77.56,111.87,6.9,65.61,19.81,Moderate
124.4,58.69,118.39,6.48,54.17,24.22,Healthy
69.42,39.65,112.39,5.3,75.14,37.39,Moderate
130.64,91.83,68.22,8.07,41.09,17.74,Moderate
16.94,11.04,32.26,5.94,78.55,21.51,Poor
137.82,81.99,129.86,7.64,78.12,18.23,Poor
77.06,37.57,46.21,6.29,43.67,41.62,Healthy
47.06,91.61,29.21,7.16,31.38,40.93,Moderate
98.85,11.1,138.91,5.68,74.92,15.36,Poor
40.62,31.45,104.76,7.69,54.11,16.67,Moderate
70.71,51.93,57.01,6.18,43.78,29.96,Healthy
98.33,24.96,135.74,7.81,65.06,36.76,Moderate
83.56,95.54,58.06,6.18,67.14,38.46,Moderate
72.86,85.56,96.82,6.05,73.38,28.59,Healthy
128.88,82.18,19.01,7.98,21.37,36.97,Moderate
115.78,75.03,138.53,6.9,33.7,31.02,Moderate
107.46,39.64,41.87,6.46,72.88,32.02,Healthy
135.62,50.14,142.31,7.67,34.82,27.1,Moderate
149.69,95.6,64.48,7.83,73.68,21.8,Moderate
82.46,76.92,16.14,7.72,24.77,27.93,Moderate
62.53,75.32,38.81,6.37,28.59,16.48,Moderate
128.09,26.33,38.7,4.69,45.19,22.26,Healthy
89.17,73.74,11.66,5.3,37.36,38.75,Moderate
25.36,75.66,143.27,4.81,33.31,35.78,Poor
140.93,28.44,98.07,7.43,38.28,33.08,Healthy
86.88,94.03,83.11,6.57,56.85,19.11,Healthy
84.33,9.82,95.92,6.64,68.76,36.54,Moderate
70.56,67.6,48.98,6.05,15.46,17.72,Healthy
124.62,97.33,75.94,5.01,16.18,16.23,Poor
133.03,47.01,132.65,5.95,51.16,33.19,Moderate
17.0,69.75,120.96,4.59,14.12,29.1,Poor
145.99,97.46,20.89,7.54,65.53,38.68,Poor
16.09,97.38,124.15,6.93,14.68,21.48,Poor
58.53,86.45,115.36,8.26,39.58,39.75,Poor
135.4,6.76,39.69,7.7,56.56,21.02,Moderate
119.41,35.07,92.31,8.24,26.77,16.49,Moderate
102.42,74.2,50.32,6.37,45.08,37.03,Healthy
107.03,30.93,44.59,5.8,20.22,18.63,Moderate
124.44,84.01,42.71,7.9,49.95,34.23,Moderate
133.26,34.29,101.02,5.73,73.2,23.09,Moderate
97.55,23.15,58.62,5.91,62.52,22.74,Healthy
55.84,5.89,50.8,5.59,48.12,25.85,Moderate
147.27,56.88,15.55,7.74,13.73,37.61,Poor
66.77,10.86,146.72,6.48,69.84,26.36,Moderate
74.63,39.42,58.49,7.67,12.15,28.23,Healthy
47.18,57.89,36.21,5.9,47.33,35.03,Moderate
142.44,28.1,75.02,5.89,52.42,24.89,Healthy
23.58,63.37,10.16,4.67,71.9,38.5,Poor
88.78,6.71,54.75,5.89,60.46,36.92,Moderate
59.59,45.07,37.58,7.41,34.44,34.05,Moderate
108.97,19.84,133.39,7.8,50.81,17.33,Moderate
33.42,13.76,72.22,5.56,68.16,26.77,Moderate
73.29,92.58,88.78,6.05,78.84,27.49,Moderate
91.16,41.29,102.04,7.6,54.0,21.71,Healthy
141.92,53.61,124.77,4.54,46.24,40.26,Poor
106.35,15.85,107.95,4.56,35.81,21.39,Moderate
45.26,8.94,94.48,7.47,30.43,30.84,Moderate
79.64,99.35,122.79,8.28,67.7,32.76,Moderate
19.96,86.5,115.35,5.63,28.86,29.15,Moderate
49.62,97.21,33.07,5.11,13.05,29.92,Poor
113.65,60.7,35.2,8.19,36.55,18.8,Healthy
36.75,46.63,83.93,6.91,15.13,38.42,Moderate
57.1,29.64,104.7,6.95,79.5,26.08,Moderate
35.65,97.41,74.89,7.15,12.96,24.07,Moderate
148.21,96.62,147.7,7.8,45.04,30.44,Poor
20.48,80.36,113.62,7.33,36.78,22.18,Moderate
123.39,97.58,66.41,4.72,73.05,33.61,Moderate
104.0,94.7,102.22,6.97,59.71,28.07,Healthy
50.18,28.92,110.31,5.47,75.18,25.88,Moderate
98.7,9.07,70.1,6.1,62.83,16.5,Moderate
66.33,86.52,101.93,7.61,63.43,32.87,Moderate
64.78,42.94,12.42,5.28,49.07,39.17,Moderate
95.71,41.77,125.63,6.3,28.19,17.16,Moderate
126.0,63.52,89.22,7.38,52.35,24.46,Healthy
96.46,18.3,47.95,6.65,14.84,37.19,Moderate
16.25,40.37,70.89,7.22,20.84,37.18,Moderate
69.66,28.86,19.26,8.2,38.24,25.3,Moderate
35.23,53.1,51.38,5.16,62.7,39.25,Moderate
59.32,32.22,59.14,8.2,50.85,19.48,Moderate
98.55,43.12,7.52,8.38,18.04,26.16,Poor
102.07,60.67,5.61,6.93,60.91,37.93,Healthy
35.75,8.49,141.94,7.22,41.85,34.58,Moderate
31.99,96.05,99.87,8.01,48.97,36.62,Poor
55.87,17.64,56.3,8.09,58.87,27.32,Moderate
42.93,61.81,90.97,6.62,61.65,21.56,Healthy
81.54,34.3,34.81,5.83,66.21,18.07,Moderate
48.57,55.64,63.14,7.81,64.55,33.3,Moderate
49.55,7.02,50.52,6.9,17.1,37.24,Moderate
148.12,75.07,65.12,7.69,29.08,40.76,Moderate
61.33,70.54,7.74,7.02,30.72,17.76,Moderate
70.7,15.06,31.83,8.08,14.44,31.87,Moderate
18.44,73.21,146.79,6.22,77.77,32.32,Poor
93.37,21.26,143.09,7.95,19.22,15.77,Poor
60.27,20.15,53.74,8.33,70.33,26.88,Moderate
48.62,59.89,140.94,7.66,70.74,35.55,Moderate
80.51,18.44,123.7,7.1,64.09,34.82,Moderate
44.46,32.14,129.17,6.13,22.44,32.35,Moderate
51.76,66.05,90.56,7.15,79.54,22.49,Healthy
146.59,77.53,129.03,7.71,11.61,28.6,Poor
24.81,68.98,13.65,4.63,73.47,39.76,Poor
97.33,48.69,125.13,8.36,13.8,17.8,Poor
136.71,14.44,108.55,6.71,46.51,17.64,Moderate
112.02,62.19,139.68,6.42,73.87,19.97,Moderate
38.54,95.15,19.41,5.45,19.89,34.16,Poor
119.23,90.64,26.29,5.79,32.2,41.28,Moderate
91.61,37.06,48.32,5.78,59.85,29.83,Healthy
97.31,49.7,8.81,7.25,60.69,19.87,Healthy
100.91,88.37,92.4,7.17,59.05,23.76,Healthy
31.6,49.9,38.61,7.25,60.04,15.22,Moderate
143.59,92.88,24.13,6.41,24.63,41.03,Poor
89.24,71.52,146.79,7.19,70.95,21.49,Moderate
42.11,46.91,132.81,4.66,40.9,37.27,Moderate
34.84,63.49,15.14,4.54,32.32,36.75,Poor
15.79,39.66,110.65,5.98,43.52,28.51,Moderate
137.12,88.21,14.23,7.27,48.0,24.57,Poor
78.96,88.58,117.09,6.77,22.29,31.7,Moderate
79.72,47.45,141.86,8.47,76.6,34.95,Poor
93.84,35.35,142.34,6.32,24.11,17.99,Moderate
127.01,36.18,116.1,7.01,29.85,37.97,Moderate
128.28,21.32,22.65,6.9,26.34,23.97,Moderate
141.14,21.68,73.22,5.68,34.36,24.99,Moderate
46.4,77.53,122.72,6.66,72.95,18.69,Moderate
80.92,83.7,95.03,8.44,51.7,40.92,Moderate
23.82,9.05,56.69,7.87,13.54,21.81,Poor
147.9,65.89,62.0,4.81,62.87,39.98,Poor
113.82,16.06,82.12,6.11,73.28,35.58,Moderate
122.28,44.31,8.61,7.54,54.33,18.82,Moderate
115.95,19.18,112.25,7.35,10.53,35.92,Moderate
67.07,53.13,144.88,8.18,36.79,34.16,Moderate
81.83,83.11,51.35,6.38,17.87,40.02,Moderate
136.1,31.23,89.53,6.01,20.91,16.22,Moderate
125.2,32.47,79.74,8.11,11.39,29.78,Moderate
143.77,81.88,36.8,5.3,63.37,17.15,Moderate
