year,state,crop,season,area,production,annual_rainfall,fertilizer,pesticide,yield
2023,Nagaland,Groundnut,Kharif,1334.18,1001.66,1633.2,173289.13,334.56,0.750769
2023,West Bengal,Masoor,Rabi,85109.92,70807.7,1613.6,13144920.06,25313.99,0.831956
2006,Himachal Pradesh,Barley,Rabi,24098.0,33865.0,1207.0,3077555.58,5301.56,1.398182
2000,Sikkim,Urad,Kharif,3780.0,2748.0,2504.8,371082.6,982.8,0.6125
2015,Madhya Pradesh,Peas & beans (Pulses),Rabi,453000.0,417240.0,1000.7,71533230.0,149490.0,0.813488
2025,Puducherry,Banana,Kharif,278.29,5269.96,1133.9,40395.42,70.52,18.9368
2022,Manipur,Sweet potato,Whole Year,140.61,503.01,1823.2,17338.16,30.62,3.577457
2018,Karnataka,Rice,Kharif,1037158.0,2949318.0,1419.1,168227027.6,363005.3,2.637
2000,Tamil Nadu,Mesta,Kharif,134.0,594.0,971.1,13154.78,34.84,3.683333
2025,Mizoram,Onion,Rabi,27.87,201.79,2430.5,5321.48,11.07,7.241753
2005,Delhi,Barley,Kharif,70.0,183.0,653.1,8394.4,14.7,2.61
2008,Himachal Pradesh,Rice,Kharif,77709.0,118277.0,1357.1,11115495.36,6993.81,1.6
2022,Jharkhand,Ragi,Autumn,28351.54,22863.81,1117.7,3393185.7,7534.25,0.80644
2023,Bihar,Castor seed,Kharif,140.35,131.12,1316.0,20226.37,33.16,0.934202
2025,Assam,Cotton(lint),Kharif,1331.45,809.55,2189.8,189690.58,344.08,0.608022
2003,Bihar,Urad,Kharif,24199.0,18009.0,1353.9,2395217.02,5807.76,0.747879
2021,Karnataka,Gram,Rabi,686303.93,504985.48,1151.0,102560078.47,197504.34,0.735804
2013,Uttar Pradesh,Guar seed,Kharif,2381.0,1960.0,995.2,344030.69,642.87,0.829153
2024,Madhya Pradesh,Turmeric,Whole Year,32995.67,732639.04,927.1,3926673.62,9313.34,22.204099
2002,Uttarakhand,Maize,Kharif,28506.0,32127.0,1610.3,2698663.02,7126.5,1.043077
2000,Puducherry,Cotton(lint),Kharif,452.0,2300.0,1434.6,44372.84,117.52,5.11
2012,Chhattisgarh,Turmeric,Whole Year,1046.0,945.0,1366.8,157736.8,324.26,1.022174
2018,Manipur,Potato,Whole Year,15550.0,128070.0,1196.9,2522210.0,5442.5,8.283333
2014,Andhra Pradesh,Urad,Kharif,19424.0,20949.0,687.6,2932247.04,6409.92,1.113077
2013,Assam,Ginger,Whole Year,15683.0,122307.0,1797.7,2266036.67,4234.41,7.903333
2021,Andhra Pradesh,Tapioca,Whole Year,9830.84,152732.87,929.9,1297555.47,2407.41,15.536096
2008,Puducherry,Urad,Kharif,21.0,16.0,1434.6,3003.84,1.89,0.76
2013,Bihar,Horse-gram,Kharif,8221.0,7828.0,1069.9,1187852.29,2219.67,0.957143
2022,Meghalaya,Cotton(lint),Kharif,7122.42,9217.48,3512.7,959204.69,2048.62,1.294151
2014,Haryana,Garlic,Whole Year,3342.0,32575.0,301.3,504508.32,1102.86,10.696667
2009,Maharashtra,Onion,Rabi,182186.74,3137815.19,1654.3,16618.73,1403.06,17.223071
2022,Telangana,Arhar/Tur,Kharif,154081.14,200147.77,1016.3,23182602.56,52625.18,1.298976
2019,Assam,Coconut,Whole Year,20800.0,148629000.0,2084.7,3572608.0,7696.0,7582.287813
2012,Odisha,Rapeseed &Mustard,Winter,14631.0,4031.0,1430.2,2206354.8,4535.61,0.238276
2019,Bihar,Khesari,Rabi,43784.0,33287.0,1194.7,7520339.84,16200.08,0.767879
2008,Gujarat,Guar seed,Whole Year,150400.0,52700.0,746.1,21513216.0,13536.0,0.506667
2015,Himachal Pradesh,Moth,Kharif,17.0,6.0,1223.2,2684.47,5.61,0.216667
2000,Sikkim,Small millets,Kharif,4563.0,4232.0,2504.8,447949.71,1186.38,0.9275
2003,Meghalaya,Wheat,Rabi,862.0,1540.0,3321.3,85320.76,206.88,1.49
2017,Puducherry,Sugarcane,Kharif,1445.0,180625.0,1582.4,227500.8,549.1,125.0
2018,Telangana,Urad,Kharif,26783.0,22628.0,1350.3,4344202.6,9374.05,0.862308
2009,Uttar Pradesh,Ginger,Kharif,786.0,2360.0,585.8,122474.52,133.62,3.0
2007,Chhattisgarh,Small millets,Kharif,207112.0,53408.0,1246.2,27628740.8,33137.92,0.258889
2014,Andhra Pradesh,Coconut,Whole Year,99097.0,1447900000.0,687.6,14959683.12,32702.01,12941.33667
2009,Karnataka,Sannhamp,Whole Year,282.0,70.0,1321.0,43941.24,47.94,0.163333
2018,Tripura,other oilseeds,Rabi,53.0,41.0,2169.1,8596.6,18.55,0.755
2009,Madhya Pradesh,Jowar,Kharif,452428.0,584989.0,904.1,70497330.96,76912.76,1.3486
2025,Madhya Pradesh,Small millets,Kharif,242544.67,217919.3,1093.3,31229013.25,61993.87,0.898471
2023,Tamil Nadu,Black pepper,Whole Year,4083.23,658.25,980.5,686584.3,1311.54,0.161207
2002,Kerala,Ginger,Whole Year,8998.0,32412.0,2511.2,851840.66,2249.5,2.951429
2026,Arunachal Pradesh,Turmeric,Whole Year,601.08,2838.76,2396.7,102435.81,186.14,4.72278
2008,Telangana,Groundnut,Kharif,855371.11,1383972.57,770.6,174520.05,5202.54,1.617979
2015,Arunachal Pradesh,Dry chillies,Whole Year,2960.0,8288.0,2593.2,467413.6,976.8,2.6985
2012,Bihar,Lentil,Rabi,17302.52,16524.8,1337.4,4607.52,57.13,0.955052
2000,Meghalaya,Turmeric,Whole Year,1523.0,8565.0,6258.8,149512.91,395.98,5.464286
2025,Nagaland,Barley,Rabi,1789.95,1031.98,1448.9,187780.89,451.08,0.576541
2023,Jharkhand,Onion,Rabi,3028.88,23050.84,1290.2,435113.92,778.0,7.610357
2024,Karnataka,Horse-gram,Kharif,114263.9,73158.47,1219.7,16022508.08,31360.62,0.640259
2017,Uttar Pradesh,Garlic,Rabi,35219.0,188609.0,652.1,5544879.36,13383.22,5.339688
2021,Tamil Nadu,Sweet potato,Whole Year,758.42,17154.56,962.3,99722.62,199.44,22.618919
2022,Madhya Pradesh,Sesamum,Whole Year,273717.02,166774.42,1034.7,39881095.31,84118.96,0.609295
2007,Haryana,Bajra,Kharif,627983.0,1156000.0,443.8,83772932.2,100477.28,2.016
2002,Uttarakhand,Gram,Rabi,954.0,577.0,1610.3,90315.18,238.5,0.599
2020,Bihar,Sugarcane,Whole Year,469756.8,34452164.76,1105.4,52756.14,5448.1,73.340427
2015,West Bengal,Khesari,Rabi,65422.0,58625.0,1717.0,10330788.02,21589.26,0.894375
2023,Sikkim,Wheat,Rabi,3413.66,2906.96,2825.3,448263.75,773.42,0.851566
2007,Gujarat,Groundnut,Kharif,1712400.0,3049200.0,1021.6,228434160.0,273984.0,1.708333
2023,Mizoram,Rapeseed &Mustard,Rabi,606.65,745.44,2826.4,88260.69,178.96,1.228778
2026,Madhya Pradesh,Turmeric,Whole Year,37791.54,862189.19,872.8,4137558.21,10008.28,22.814346
2022,Meghalaya,Coriander,Whole Year,384.81,1348.23,5042.6,63219.46,133.42,3.50364
2021,Punjab,Sunflower,Rabi,9686.72,17114.18,514.2,1168964.69,2872.37,1.766768
2025,Odisha,Dry chillies,Whole Year,64266.05,80657.03,1308.2,8841324.83,17452.07,1.255049
2026,Chhattisgarh,Ginger,Whole Year,1870.0,2537.96,1238.3,276312.06,522.44,1.357197
2001,Himachal Pradesh,Groundnut,Kharif,129.0,75.0,918.1,13174.77,33.54,0.508333
2014,Nagaland,Jowar,Kharif,240.0,230.0,1333.3,36230.4,79.2,0.96
2021,Tamil Nadu,Gram,Rabi,6872.99,5116.46,719.9,961329.85,1612.86,0.74443
2007,Delhi,Rice,Kharif,7419.0,20946.0,677.5,989694.6,1187.04,2.82
2001,Andhra Pradesh,Jowar,Kharif,299306.0,287310.0,928.4,30568121.78,77819.56,0.838095
2002,Andhra Pradesh,Sesamum,Kharif,87085.0,12499.0,648.1,8244336.95,21771.25,0.128571
2017,West Bengal,Other Kharif pulses,Kharif,7822.0,6327.0,1830.0,1231495.68,2972.36,0.66
2025,Uttarakhand,Garlic,Whole Year,3302.25,22314.47,1398.4,504761.32,954.69,6.757356
2010,Uttar Pradesh,Urad,Kharif,494406.0,333778.0,742.6,82125780.66,118657.44,0.653194
2010,Delhi,Maize,Kharif,40.0,878.0,989.5,6644.4,9.6,21.95
2016,Meghalaya,Mesta,Kharif,4464.0,26301.0,3837.1,684108.0,1562.4,6.296
2017,Tamil Nadu,Cardamom,Whole Year,3876.0,351.0,970.9,610237.44,1472.88,0.081
2006,Andhra Pradesh,Urad,Kharif,82015.0,22555.0,845.2,10474135.65,18043.3,0.339474
2021,Jharkhand,Wheat,Rabi,88235.42,169150.52,1197.0,13009940.59,27011.95,1.917036
2017,Bihar,Jowar,Kharif,1358.0,1448.0,1112.0,213803.52,516.04,1.09
2002,Bihar,Other Kharif pulses,Kharif,5913.0,3268.0,1105.8,559783.71,1478.25,0.575294
2015,Karnataka,Onion,Kharif,173510.0,757715.0,1024.9,27398964.1,57258.3,4.7168
2024,Madhya Pradesh,Moong(Green Gram),Kharif,80034.9,57129.33,1002.4,16751271.94,31978.13,0.713805
2015,Himachal Pradesh,Urad,Kharif,6922.0,3327.0,1223.2,1093053.02,2284.26,0.579091
2017,Arunachal Pradesh,Rapeseed &Mustard,Rabi,28186.0,28714.0,2745.5,4437603.84,10710.68,1.221579
2023,Bihar,Groundnut,Kharif,707.38,784.6,899.0,113444.2,176.66,1.109159
2023,Kerala,Other Kharif pulses,Kharif,1510.77,3836.11,2717.3,273200.1,525.25,2.53917
2005,Punjab,Maize,Kharif,148000.0,403000.0,566.7,17748160.0,31080.0,2.827
2021,Tamil Nadu,Jowar,Kharif,239387.88,413660.2,946.2,31478087.36,62149.57,1.727991
2013,Meghalaya,Masoor,Rabi,1227.0,1283.0,2448.4,177289.23,331.29,1.37
2000,West Bengal,Cotton(lint),Kharif,1188.0,2732.0,1907.7,116625.96,308.88,2.3
2016,Madhya Pradesh,Small millets,Kharif,132000.0,131620.0,1048.4,20229000.0,46200.0,1.1425
2005,Tamil Nadu,Groundnut,Kharif,618835.0,1097592.0,1364.1,74210693.2,129955.35,1.91
2017,Assam,Sugarcane,Whole Year,30559.0,1142974.0,2098.6,4811208.96,11612.42,36.487037
2002,Manipur,Ginger,Kharif,1270.0,2100.0,1743.7,120230.9,317.5,1.663333
2024,Nagaland,Other  Rabi pulses,Rabi,7603.36,9849.91,1661.6,1252084.89,2564.45,1.295469
2015,Goa,Coconut,Whole Year,25818.0,129400000.0,2587.1,4076920.38,8519.94,5011.155
2006,Bihar,Bajra,Kharif,4106.0,4417.0,1052.8,524377.26,903.32,1.049
2007,Bihar,Maize,Autumn,263299.0,321402.0,1600.2,35124086.6,42127.84,1.305526
2018,Madhya Pradesh,Jowar,Kharif,74655.0,163418.0,1102.2,12109041.0,26129.25,1.66549
2006,Karnataka,Other  Rabi pulses,Rabi,33685.0,8233.0,1146.3,4301911.35,7410.7,0.269259
2013,Punjab,Rice,Kharif,2851000.0,11267000.0,586.6,411940990.0,769770.0,3.834091
2024,Manipur,Arhar/Tur,Kharif,489.96,557.09,1318.5,74920.36,139.63,1.137008
2009,Jammu and Kashmir,Potato,Kharif,1098.0,7684.0,751.7,171090.36,186.66,6.574615
2021,Arunachal Pradesh,Other  Rabi pulses,Rabi,1206.38,894.76,2512.0,217926.28,481.92,0.74169
2023,Manipur,Ginger,Kharif,2820.24,48350.42,1462.4,385116.74,766.28,17.144106
2016,Mizoram,Arhar/Tur,Kharif,272.0,266.0,2626.8,41684.0,95.2,1.191429
2013,Andhra Pradesh,Jowar,Kharif,32732.0,57193.0,1062.3,4729446.68,8837.64,1.718462
2010,Tamil Nadu,Castor seed,Kharif,5972.0,1711.0,1095.2,992008.92,1433.28,0.5676
2016,Uttarakhand,Peas & beans (Pulses),Rabi,4232.0,4149.0,1580.9,648554.0,1481.2,0.680833
2006,Kerala,Rice,Autumn,83859.0,191241.0,3429.7,10709632.89,18448.98,2.270769
2024,Bihar,Coriander,Whole Year,2433.81,2594.54,1141.8,331892.1,671.91,1.066041
2004,Chhattisgarh,Small millets,Kharif,217787.0,52109.0,1122.8,23595043.58,45735.27,0.278125
2007,Tamil Nadu,Jowar,Whole Year,283526.0,247836.0,1067.2,37822368.4,45364.16,1.0528
2016,Sikkim,Barley,Rabi,453.0,481.0,2971.6,69422.25,158.55,1.01
2010,Meghalaya,Potato,Whole Year,17685.0,164647.0,3119.7,2937655.35,4244.4,7.374286
2012,Assam,Rapeseed &Mustard,Rabi,279496.0,170382.0,2167.5,42147996.8,86643.76,0.564815
2016,Karnataka,Sunflower,Kharif,133872.0,78670.0,1147.2,20515884.0,46855.2,0.532174
2007,Himachal Pradesh,Turmeric,Kharif,142.0,72.0,1095.4,18942.8,22.72,0.476667
2004,Haryana,Moong(Green Gram),Kharif,16039.0,6100.0,484.6,1737665.26,3368.19,0.148824
2013,Assam,Masoor,Rabi,29993.0,22364.0,1797.7,4333688.57,8098.11,0.6948
2022,Punjab,Moth,Kharif,293.95,259.97,460.7,35916.17,71.28,0.884426
2002,Manipur,Turmeric,Whole Year,330.0,230.0,1743.7,31241.1,82.5,0.803333
2026,Haryana,Peas & beans (Pulses),Rabi,4466.67,35868.64,557.1,848984.98,1703.4,8.030294
2026,Maharashtra,Sugarcane,Whole Year,733679.45,47412926.81,1183.6,141068843.75,231770.01,64.623491
2010,Tripura,Peas & beans (Pulses),Rabi,918.0,694.0,2348.3,152488.98,220.32,0.765
2025,Karnataka,Mango,Whole Year,127802.33,1130563.05,886.5,43211.57,1833.26,8.846185
2004,Delhi,Maize,Kharif,82.0,125.0,651.9,8883.88,17.22,1.52
2022,Puducherry,Small millets,Kharif,4.93,6.68,1370.7,874.35,1.64,1.353034
2026,Delhi,Potato,Whole Year,365.84,81993.79,691.0,44582.37,109.54,224.12641
2007,Assam,Banana,Whole Year,43999.0,606749.0,2154.1,5869466.6,7039.84,13.68963
2024,Odisha,Small millets,Kharif,35480.85,18596.7,1467.5,3723918.72,9487.91,0.524133
2011,Karnataka,Rapeseed &Mustard,Rabi,4209.0,1204.0,1179.0,705091.68,1388.97,0.295
2026,Uttar Pradesh,Potato,Rabi,554870.73,14434416.15,750.6,81115294.5,137631.85,26.014016
2008,Meghalaya,Maize,Kharif,17117.0,25716.0,3114.3,2448415.68,1540.53,1.545714
2009,Andhra Pradesh,Ragi,Kharif,38906.0,41951.0,711.0,6062332.92,6614.02,1.08
2000,Bihar,Ragi,Kharif,22452.0,24827.0,1207.0,2204112.84,5837.52,1.332903
2006,Punjab,Rapeseed &Mustard,Rabi,41000.0,46000.0,569.6,5236110.0,9020.0,1.067222
2003,Himachal Pradesh,Barley,Rabi,24324.0,25393.0,1112.6,2407589.52,5837.76,1.142727
2009,Delhi,Jowar,Kharif,3280.0,3168.0,528.4,511089.6,557.6,0.97
2012,Haryana,other oilseeds,Kharif,53.0,0.0,307.9,7992.4,16.43,0.0
2026,Manipur,Sesamum,Kharif,1191.16,223.27,1416.3,132239.23,238.45,0.187436
2007,Nagaland,Wheat,Rabi,1150.0,1800.0,1769.0,153410.0,184.0,1.56375
2023,Maharashtra,Jowar,Kharif,1827492.16,1567678.18,941.1,262689215.9,441175.32,0.85783
2015,Chhattisgarh,Sweet potato,Whole Year,2652.0,15570.0,1136.0,418777.32,875.16,5.950741
2024,Nagaland,Castor seed,Kharif,416.89,250.01,1490.4,63657.5,124.46,0.599686
2017,Chhattisgarh,Cotton(lint),Whole Year,478.0,802.0,1124.5,75256.32,181.64,1.9925
2005,West Bengal,Moong(Green Gram),Kharif,725.0,365.0,1650.1,86942.0,152.25,0.565
2001,Bihar,Coriander,Whole Year,2286.0,1326.0,1247.0,233469.18,594.36,0.574516
2022,Haryana,Coriander,Whole Year,1546.3,7270.91,301.6,262232.46,484.56,4.702125
2002,Chhattisgarh,Coriander,Whole Year,3755.0,969.0,1001.4,355485.85,938.75,0.244286
2023,Maharashtra,Safflower,Rabi,181263.96,102404.61,1256.0,23809490.98,42622.53,0.564947
2026,Uttar Pradesh,Moong,Kharif,18187.1,15936.1,1073.8,2945.74,29.16,0.876231
2019,Assam,Banana,Whole Year,49445.0,906683.0,2084.7,8492673.2,18294.65,18.075556
2010,Himachal Pradesh,Bajra,Kharif,201.0,107.0,1319.8,33388.11,48.24,0.46
2015,Jharkhand,Sugarcane,Whole Year,1079939.8,81602627.12,1368.7,217037.77,4224.56,75.5622
2021,Haryana,Jowar,Kharif,74864.87,56124.42,445.3,10194720.29,21020.97,0.749676
2019,Tamil Nadu,Other Kharif pulses,Kharif,32430.0,27665.0,910.1,5570176.8,11999.1,0.746154
2002,Mizoram,Tobacco,Whole Year,300.0,252.0,2627.0,28401.0,75.0,0.7975
2014,Maharashtra,Urad,Kharif,276500.0,92300.0,1001.6,41740440.0,91245.0,0.408788
2008,West Bengal,Onion,Rabi,202856.76,3513428.5,1317.8,23934.17,1150.15,17.319751
2014,Chhattisgarh,Onion,Whole Year,4808.0,42902.0,1274.7,725815.68,1586.64,8.96087
2023,Tripura,Masoor,Rabi,1477.67,1201.64,2218.8,232931.23,509.24,0.813196
2004,Odisha,Groundnut,Autumn,30494.0,25117.0,1290.4,3303719.96,6403.74,0.715769
2012,Nagaland,Ginger,Kharif,3370.0,30730.0,1296.6,508196.0,1044.7,9.116364
2003,Mizoram,Rice,Kharif,59196.0,114630.0,2499.5,5859220.08,14207.04,1.925
2017,Jammu and Kashmir,Moong(Green Gram),Kharif,614.0,237.0,1279.1,96668.16,233.32,0.478571
2026,Tripura,Small millets,Kharif,438.34,420.69,2516.6,92737.46,194.88,0.959746
2000,Bihar,Bajra,Kharif,1534.0,1266.0,1207.0,150592.78,398.84,0.7475
2017,Andhra Pradesh,Other  Rabi pulses,Rabi,10004.0,12174.0,868.2,1575029.76,3801.52,0.94
2009,Tamil Nadu,Rapeseed &Mustard,Whole Year,262.0,62.0,928.5,40824.84,44.54,0.167778
2013,West Bengal,Horse-gram,Kharif,1931.0,981.0,1939.9,279010.19,521.37,0.564444
2024,Odisha,Jowar,Kharif,9947.04,6578.69,1502.1,1249800.66,3006.46,0.661372
2019,Tamil Nadu,Banana,Whole Year,92440.0,3987895.0,910.1,15877494.4,34202.8,42.708438
2000,West Bengal,Niger seed,Kharif,6874.0,3702.0,1907.7,674820.58,1787.24,0.405556
2014,Uttarakhand,Other  Rabi pulses,Rabi,6.0,5.0,1287.4,905.76,1.98,0.9175
2024,Telangana,Turmeric,Kharif,41971.01,404441.23,1041.9,7396039.45,15880.63,9.636205
2016,Andhra Pradesh,Horse-gram,Kharif,1411.0,182.0,890.0,216235.75,493.85,0.155
2022,Himachal Pradesh,Arhar/Tur,Kharif,144.2,76.68,1087.3,19442.28,42.74,0.531731
2015,West Bengal,Jute,Kharif,544701.0,7667066.0,1717.0,86013734.91,179751.33,15.375882
2004,Andhra Pradesh,Potato,Whole Year,4037.0,27527.0,781.8,437368.58,847.77,7.64
2025,Bihar,Bajra,Kharif,3003.35,4189.76,1075.3,536060.73,823.77,1.395028
2017,Tamil Nadu,Sunflower,Kharif,542.0,1057.0,970.9,85332.48,205.96,1.972778
2024,Chhattisgarh,Small millets,Kharif,170584.87,70084.13,1244.1,25331603.16,45868.73,0.410846
2025,Andhra Pradesh,Arecanut,Whole Year,483.31,2834.47,928.3,76130.18,153.39,5.864733
2017,Chhattisgarh,Coriander,Whole Year,1690.0,464.0,1124.5,266073.6,642.2,0.265
2006,Arunachal Pradesh,Ginger,Whole Year,5832.0,42821.0,1940.0,744804.72,1283.04,5.573125
2022,Chhattisgarh,Urad,Kharif,51810.81,19291.18,1053.9,6745431.79,14109.84,0.372339
2015,Madhya Pradesh,Onion,Whole Year,147866.95,3413490.0,1000.7,23349670.07,48796.09,22.430196
2016,Uttar Pradesh,Coriander,Rabi,7002.0,3652.0,965.3,1073056.5,2450.7,0.533284
2023,Manipur,Rice,Kharif,172025.69,412997.26,1274.2,26853224.0,50561.96,2.400788
2002,Andhra Pradesh,Sweet potato,Whole Year,1286.0,13380.0,648.1,121745.62,321.5,11.295882
2008,Madhya Pradesh,Sunflower,Kharif,395.0,174.0,895.0,56500.8,35.55,0.358462
2018,Chhattisgarh,Masoor,Rabi,12585.0,4588.0,1515.5,2041287.0,4404.75,0.375
2022,Nagaland,Urad,Rabi,611.61,407.11,1537.4,108293.73,188.7,0.665629
2014,Chhattisgarh,Khesari,Rabi,338202.0,297877.0,1274.7,51054973.92,111606.66,0.924348
2011,Telangana,Maize,Kharif,529660.11,1566497.64,1073.9,68570.86,5858.59,2.957553
2012,Chhattisgarh,Garlic,Whole Year,1175.0,3141.0,1366.8,177190.0,364.25,2.834444
2017,Tamil Nadu,Sugarcane,Whole Year,171856.0,17155603.0,970.9,27057008.64,65305.28,94.5
2004,Nagaland,Arhar/Tur,Kharif,6400.0,6000.0,1711.5,693376.0,1344.0,0.94125
2006,Manipur,Other Kharif pulses,Kharif,3710.0,1890.0,1533.6,473804.1,816.2,0.568571
2025,Nagaland,Castor seed,Kharif,385.44,214.22,1356.5,69969.54,125.12,0.555784
2006,Arunachal Pradesh,Small millets,Kharif,21708.0,21428.0,1940.0,2772328.68,4775.76,1.003125
2021,Tripura,Masoor,Rabi,1300.19,955.77,2066.7,219125.33,491.4,0.735101
2025,Telangana,Cowpea(Lobia),Kharif,3459.02,3991.64,1140.7,613462.21,1284.86,1.15398
2019,Karnataka,Cotton(lint),Kharif,803067.0,2319158.0,1422.3,137934787.9,297134.79,2.51
2010,Jharkhand,Wheat,Rabi,49596.0,54110.0,694.6,8238391.56,11903.04,1.091667
2007,Bihar,Coriander,Whole Year,2167.0,1573.0,1600.2,289077.8,346.72,0.736667
2017,Karnataka,Potato,Kharif,23219.0,223849.0,1111.7,3655599.36,8823.22,9.301176
2025,Arunachal Pradesh,other oilseeds,Kharif,701.61,780.97,2689.9,126418.51,249.79,1.11311
2014,Gujarat,Gram,Rabi,163984.0,167820.0,605.6,24755024.64,54114.72,1.037812
2023,Haryana,Castor seed,Kharif,2010.32,1852.35,424.4,348275.2,668.49,0.921419
2011,Andhra Pradesh,Arecanut,Whole Year,562.0,275.0,861.9,94146.24,185.46,0.296667
2019,Puducherry,Cotton(lint),Kharif,500.0,1248.0,1317.0,85880.0,185.0,2.745
2026,Kerala,Sugarcane,Whole Year,2115.33,95131.14,3004.9,351245.33,552.3,44.972339
2011,Tripura,Urad,Kharif,1151.0,711.0,2295.6,192815.52,379.83,0.62
2005,Maharashtra,Maize,Kharif,389100.0,829700.0,1387.2,46660872.0,81711.0,1.67037
2005,Tripura,Arhar/Tur,Kharif,1135.0,806.0,1765.9,136109.2,238.35,0.7125
2021,Odisha,Sunflower,Rabi,4161.7,4594.19,1610.7,581965.97,1234.06,1.103923
2002,Madhya Pradesh,Rice,Kharif,1671107.0,1024930.0,800.8,158203699.7,417776.75,0.608
2020,Odisha,Jute,Kharif,175517.36,436698.93,1529.9,39300.8,1174.96,2.488067
2022,Manipur,Dry chillies,Whole Year,7023.93,96480.99,1459.3,923991.49,1786.95,13.736039
2000,Tamil Nadu,Dry chillies,Whole Year,66601.0,35263.0,971.1,6538220.17,17316.26,0.692593
2017,Goa,Arecanut,Whole Year,1836.0,3299.0,2772.5,289059.84,697.68,1.92
2009,Tamil Nadu,Sweet potato,Whole Year,778.0,11381.0,928.5,121227.96,132.26,14.6992
2012,Jharkhand,Maize,Autumn,93589.0,118472.0,1102.0,14113221.2,29012.59,1.367917
2015,Gujarat,Garlic,Whole Year,7594.0,42307.0,584.3,1199168.54,2506.02,5.516667
2015,Andhra Pradesh,Cotton(lint),Kharif,662671.0,1810621.0,940.7,104642377.6,218681.43,2.519231
2005,Odisha,Mustard,Rabi,654464.59,863998.84,1521.4,116191.49,7038.23,1.320161
2023,Bihar,Wheat,Rabi,2099865.51,6066959.02,1223.7,318410120.62,599656.28,2.889213
2018,Karnataka,Bajra,Kharif,193010.0,175359.0,1419.1,31306222.0,67553.5,0.9675
2004,Chhattisgarh,Jowar,Kharif,8388.0,4902.0,1122.8,908755.92,1761.48,0.666875
2011,Tamil Nadu,Onion,Whole Year,34913.0,376947.0,926.5,5848625.76,11521.29,11.167037
2010,Sikkim,Rapeseed &Mustard,Rabi,5260.0,4164.0,2527.0,873738.6,1262.4,0.7625
2025,Manipur,Dry chillies,Whole Year,6620.16,95695.56,1704.0,1094640.66,1736.39,14.455166
2002,Karnataka,Ragi,Kharif,680801.0,646398.0,860.8,64451430.67,170200.25,0.825263
2002,Tamil Nadu,Coriander,Whole Year,25326.0,4707.0,315.9,2397612.42,6331.5,0.191818
2011,Puducherry,Bajra,Kharif,11.0,29.0,1434.6,1842.72,3.63,2.64
2012,Punjab,Gram,Rabi,2400.0,3100.0,338.9,361920.0,744.0,1.132727
2015,Chhattisgarh,Other Kharif pulses,Kharif,6362.0,1569.0,1136.0,1004623.42,2099.46,0.2444
2025,Gujarat,Ragi,Kharif,18064.84,13316.14,616.4,2591830.79,4883.36,0.73713
2023,West Bengal,Banana,Whole Year,71932.31,2221761.18,1863.7,19384.22,823.22,30.886831
2025,Andhra Pradesh,Coriander,Whole Year,20418.49,9926.2,917.7,2729487.51,5863.56,0.486138
2024,Manipur,Cotton(lint),Kharif,141.67,48.5,1740.5,19084.08,33.08,0.342314
2019,Meghalaya,Arhar/Tur,Kharif,1186.0,1540.0,3844.4,203707.36,438.82,1.122
2011,Rajasthan,Gram,Rabi,802281.34,881951.86,212.8,168836.04,5478.16,1.099305
2008,Tamil Nadu,Maize,Whole Year,286639.0,1257882.0,1201.9,41000842.56,25797.51,5.226296
2000,Tamil Nadu,Ginger,Kharif,95.0,2515.0,971.1,9326.15,24.7,26.405
2006,Gujarat,Castor seed,Kharif,327100.0,588800.0,1056.2,41773941.0,71962.0,1.845455
2010,Chhattisgarh,Rice,Kharif,3937796.0,6637737.0,1283.1,654107293.6,945071.04,1.702222
2023,Assam,Small millets,Kharif,6622.46,4535.49,2088.2,942579.26,1523.41,0.684865
2024,Karnataka,Gram,Rabi,666669.87,393284.92,1138.4,110323100.0,208369.84,0.589925
2024,Maharashtra,Moong(Green Gram),Kharif,518000.56,168957.65,918.3,73018935.32,129368.04,0.326173
2026,Bihar,Sannhamp,Kharif,2299.31,1326.69,1307.6,334980.06,594.48,0.576995
2002,Meghalaya,Sugarcane,Whole Year,80.0,219.0,4355.3,7573.6,20.0,2.37
2019,Andhra Pradesh,Tapioca,Kharif,6986.0,84845.0,899.2,1199915.36,2584.82,13.611667
2022,Manipur,Soyabean,Kharif,3305.39,2205.95,1395.0,523228.82,921.49,0.667379
2015,Meghalaya,Wheat,Rabi,448.0,875.0,3870.8,70743.68,147.84,1.646
2016,Himachal Pradesh,Arhar/Tur,Kharif,11.0,2.0,1373.9,1685.75,3.85,0.37
2017,Assam,Wheat,Rabi,17786.0,24658.0,2098.6,2800227.84,6758.68,1.3388
2019,Jammu and Kashmir,Turmeric,Kharif,4.0,4.0,1324.1,687.04,1.48,1.0
2001,Sikkim,Rapeseed &Mustard,Rabi,5800.0,3791.0,2372.5,592354.0,1508.0,0.6075
2009,Meghalaya,Sesamum,Kharif,1590.0,853.0,2995.9,247753.8,270.3,0.595
2002,Karnataka,Sugarcane,Whole Year,382719.0,32485308.0,860.8,36232007.73,95679.75,83.892308
2007,Tamil Nadu,Groundnut,Whole Year,535211.0,1047586.0,1067.2,71397147.4,85633.76,1.850357
2017,Rajasthan,Barley,Rabi,44217.08,115749.66,569.1,7599.56,346.7,2.617759
2023,Odisha,Ginger,Kharif,14404.4,230016.48,1346.5,1737398.82,4130.35,15.968489
2009,Tamil Nadu,Garlic,Whole Year,330.0,1954.0,928.5,51420.6,56.1,4.256
